Name,Genre,Platform,Publisher
Phantasy Star Online 2 Episode 4: Deluxe Package,Role-Playing,PlayStation 4,Sega
Timmy Time,Action,Nintendo DS,Avanquest
Infinite Stratos 2: Ignition Hearts,Adventure,PlayStation Vita,5pb
Dr. Muto,Platform,GameCube,Midway Games
Airship Q,Platform,PlayStation Vita,Cygames
Ratatouille,Action,PC,THQ
Otomedius Gorgeous,Shooter,Xbox 360,Konami Digital Entertainment
Jikandia: The Timeless Land,Role-Playing,PlayStation Portable,Idea Factory
Egg Mania: Eggstreme Madness,Puzzle,PlayStation 2,Kemco
Super Heroine Chronicle,Role-Playing,PlayStation 3,Namco Bandai Games
Boot Camp Academy,Action,Nintendo Wii,Zoo Games
Kiniro no Corda 3,Adventure,PlayStation 2,Tecmo Koei
Zero Escape: Virtue's Last Reward,Adventure,Nintendo 3DS,Rising Star Games
Darkstalkers Resurrection,Fighting,PlayStation 3,Capcom
Take On Helicopters,Simulation,PC,Unknown
Highschool Terra Story,Adventure,Sega Saturn,KID
Emergency! Disaster Rescue Squad,Simulation,Nintendo DS,Destineer
Shaun White Skateboarding,Sports,PC,Ubisoft
Empire Earth II,Strategy,PC,Vivendi Games
Suggoi! Arcana Heart 2,Fighting,PlayStation 2,AQ Interactive
MotoGP 15,Racing,Xbox One,Milestone S.r.l.
NBA 2K13,Sports,PC,Take-Two Interactive
Mother Goose no Himitsu no Yakata,Adventure,PlayStation Portable,Quinrose
Harry Potter and the Half-Blood Prince,Action,PC,Electronic Arts
Winning Post 7 2009,Sports,PlayStation Portable,Tecmo Koei
Knights of Honor,Strategy,PC,Sunflowers
Puzzle & Action: Tant-R,Misc,Sega Genesis,Sega
Code Lyoko: Quest for Infinity,Action,PlayStation Portable,Game Factory
Away: Shuffle Dungeon,Role-Playing,Nintendo DS,Majesco Entertainment
Digimon World 4,Role-Playing,Xbox,Atari
Bubble Bobble Evolution,Puzzle,PlayStation Portable,Rising Star Games
Codename: Panzers Cold War,Strategy,PC,Atari
Kekkaishi: Kokubourou Shuurai,Action,Nintendo DS,Namco Bandai Games
Shugo Chara! Amunonijiro Chara Change,Action,Nintendo DS,Konami Digital Entertainment
Galleon: Islands of Mystery,Action,Xbox,SCi
Renai 0 Kilometer,Adventure,PlayStation Portable,Alchemist
World Sports Competition,Sports,PlayStation 3,Hudson Soft
Summon Night 6: Lost Borders,Action,PlayStation 4,Namco Bandai Games
Tantei Jinguuji Saburo DS: Kienai Kokoro,Adventure,Nintendo DS,Arc System Works
Far East of Eden Shinden,Fighting,Neo Geo,Hudson Soft
Sunny Garcia Surfing,Sports,PlayStation 2,Ubisoft
MotorHead,Racing,PlayStation,Gremlin Interactive Ltd
Alia's Carnival! Sacrament,Adventure,PlayStation Vita,dramatic create
Nacho Libre,Action,Nintendo DS,Majesco Entertainment
StormLover,Adventure,PlayStation Portable,D3Publisher
Gensou Suikoden I & II,Role-Playing,PlayStation Portable,Konami Digital Entertainment
Gloria Union,Role-Playing,PlayStation Portable,Atlus
Ebikore Photo Kano Kiss,Action,PlayStation Vita,Kadokawa Games
Bad Apple Wars,Action,PlayStation Vita,Idea Factory
Transformers: Devastation,Action,PC,Activision
Eyeshield 21: DevilBats DevilDays,Role-Playing,Game Boy Advance,Nintendo
Jyuzaengi: Engetsu Sangokuden,Action,PlayStation Portable,Idea Factory
Shin Sangoku Musou Online: Kamishou Ranbu,Action,PlayStation 3,Tecmo Koei
Dancing Blade II: Tears of Eden,Adventure,PlayStation,Konami Digital Entertainment
Kokoro no Kokoron,Misc,Nintendo DS,Namco Bandai Games
Hiiro no Kakera 3: Aoikuro no Kusabi,Adventure,PlayStation 2,Idea Factory
BeatMania IIDX 13: DistorteD,Simulation,PlayStation 2,Konami Digital Entertainment
Section 8,Shooter,PC,SouthPeak Games
Go! Go! Hypergrind,Sports,GameCube,Atlus
Keshisasu-Kun: Battle Kas-tival,Action,Nintendo DS,Konami Digital Entertainment
Kaidan Restaurant: Zoku! Shin Menu 100-Sen,Misc,Nintendo DS,Namco Bandai Games
Hot Pixel,Puzzle,PlayStation Portable,Atari
Peak Performance,Racing,PlayStation,JVC
Dance Dance Revolution: Hottest Party 5,Misc,Nintendo Wii,Konami Digital Entertainment
Who Wants to be a Millionaire: 2nd Edition,Misc,Nintendo Wii,Ubisoft
Kyokugen Dasshutsu ADV: Zennin Shiboudesu,Adventure,Nintendo 3DS,ChunSoft
DokiDoki Majo Shinpan! 2,Adventure,Nintendo DS,SNK Playmore
S.L.A.I.: Steel Lancer Arena International,Simulation,PlayStation 2,Konami Digital Entertainment
Pet Alien: An Intergalactic Puzzlepalooza,Action,Nintendo DS,Game Factory
Freaky Flyers,Racing,Xbox,Midway Games
Blokus Portable: Steambot Championship,Puzzle,PlayStation Portable,Majesco Entertainment
Renai Revenge,Adventure,PlayStation Vita,TGL
Zoboomafoo: Leapin' Lemurs!,Action,PlayStation,Encore
Atelier Shallie Plus: Alchemists of the Dusk Sea,Role-Playing,PlayStation Vita,Tecmo Koei
Dennou Senki Virtual-On Force,Fighting,Xbox 360,Sega
Sins of a Solar Empire,Strategy,PC,Pinnacle
Graffiti Kingdom,Role-Playing,PlayStation 2,505 Games
Langrisser: Re:Incarnation Tensei,Role-Playing,Nintendo 3DS,Extreme Entertainment Group
Nettou! Powerful Koushien,Sports,Nintendo DS,Konami Digital Entertainment
Lords of the Fallen,Role-Playing,PC,Square Enix
Great Edo Blacksmith,Adventure,PlayStation Vita,Nippon Ichi Software
Armored Core SL: Silent Line Portable,Simulation,PlayStation Portable,From Software
Gotouchi Tetsudou: Gotouchi Chara to Nihon Zenkoku no Tabi,Misc,Wii U,Namco Bandai Games
Combat Elite: WWII Paratroopers,Shooter,Xbox,Unknown
To LoveRu Trouble: Doki Doki! Rinkaigakkou-Hen,Adventure,PlayStation Portable,Marvelous Interactive
Lethal Enforcers I & II,Shooter,PlayStation,Konami Digital Entertainment
Klonoa 2: Dream Champ Tournament,Platform,Game Boy Advance,Namco Bandai Games
Shantae and the Pirate's Curse,Platform,Nintendo 3DS,Intergrow
Minna no Golf Jou Vol.1,Sports,PlayStation Portable,Sony Computer Entertainment
The Peanuts Movie: Snoopy's Grand Adventure,Action,Nintendo 3DS,Activision
Resident Evil 4,Action,PC,Ubisoft
Power Rangers Super Megaforce,Action,Nintendo 3DS,Namco Bandai Games
Teenage Mutant Ninja Turtles: Mutants in Manhattan,Action,Xbox 360,Activision
Cabela's Big Game Hunter: Pro Hunts,Shooter,PlayStation 3,Activision
Super Collapse! II,Puzzle,Game Boy Advance,Majesco Entertainment
Ducati World Racing Challenge,Racing,PlayStation,Acclaim Entertainment
Pop'n Music 14 Fever!,Misc,PlayStation 2,Konami Digital Entertainment
Golden Nugget Casino / Texas Hold 'Em Double Pack,Misc,Game Boy Advance,Majesco Entertainment
Judie no Atelier: Guramnat no Renkinjutsu - Toraware no Morito,Role-Playing,PlayStation Portable,Gust
Lux-Pain (JP sales),Adventure,Nintendo DS,Rising Star Games
Smashing Drive,Racing,Game Boy Advance,Zoo Digital Publishing
Senko no Ronde DUO,Fighting,Xbox 360,G.Rev
Starshot: Space Circus Fever,Platform,Nintendo 64,Infogrames
Charlie Blasts Territory,Action,Nintendo 64,Kemco
Big Mountain 2000,Sports,Nintendo 64,Imagineer
Tokimeki Memorial Girl's Side 1st Love Plus,Adventure,Nintendo DS,Konami Digital Entertainment
CIMA: The Enemy,Role-Playing,Game Boy Advance,Marvelous Interactive
N+,Platform,PlayStation Portable,Atari
Katekyoo Hitman Reborn! Kizuna no Tag Battle,Fighting,PlayStation Portable,Marvelous Interactive
Code Geass: Hangyaku no Lelouch,Action,Nintendo DS,Namco Bandai Games
GTR Evolution,Racing,PC,Atari
Hudson x GReeeeN Live!? DeeeeS!?,Misc,Nintendo DS,Hudson Soft
Daibakushou: Jinsei Gekijou,Misc,Super Nintendo Entertainment System,Taito
Marble Madness / Klax,Puzzle,Game Boy Advance,Zoo Digital Publishing
Downstream Panic!,Action,PlayStation Portable,Atari
DJ Max Portable 3,Misc,PlayStation Portable,CyberFront
Suzumiya Haruhi no Chokuretsu,Adventure,Nintendo DS,Sega
SimCity,Simulation,PC,Maxis
The Idolmaster: Gravure For You! Vol. 5,Misc,PlayStation 3,Namco Bandai Games
S.Y.K Renshouden,Adventure,PlayStation 2,Idea Factory
Casino Chaos With Las Vegas Players Collection,Misc,PC,THQ
Hiiro no Kakera: Shin Tamayori Hime Denshou - Piece of Future,Adventure,PlayStation Portable,Idea Factory
Konpeki no Kantai,Strategy,Super Nintendo Entertainment System,Angel Studios
D.C.I.F.: Da Capo Innocent Finale,Adventure,PlayStation 2,Sweets
Galaxy Angel II: Mugen Kairou no Kagi,Strategy,PlayStation 2,Broccoli
Nectaris: Military Madness,Strategy,PlayStation,Hudson Soft
Doom 3 BFG Edition,Shooter,PC,Bethesda Softworks
Tenka-bito,Strategy,PlayStation 2,Sega
BRAHMA Force: The Assault on Beltlogger 9,Shooter,PlayStation,JVC
Petz: Dolphinz Encounter,Simulation,Nintendo DS,Ubisoft
Star Trek: Tactical Assault,Strategy,PlayStation Portable,Ubisoft
Katekyoo Hitman Reborn! DS: Ore ga Boss! Saikyou Family Taisen,Action,Nintendo DS,Takara Tomy
Samurai Spirits: Tenkaichi Kenkakuden,Fighting,PlayStation 2,Unknown
Robo Pit,Fighting,PlayStation,Kokopeli Digital Studios
Emily Archer and the Curse of Tutankhamun,Adventure,Nintendo DS,Mastertronic
Story Hour: Adventures,Adventure,Nintendo Wii,Zoo Digital Publishing
Braid,Platform,PC,Number None
Muv-Luv Alternative: Total Eclipse,Simulation,PlayStation 3,5pb
R-Type III: The Third Lightning,Shooter,Game Boy Advance,Zoo Digital Publishing
Star Wars: The Force Unleashed II,Action,PC,LucasArts
Need for Speed (2015),Racing,PC,Electronic Arts
Hakuouki,Adventure,PlayStation 2,Idea Factory
"Princess Natasha: Student, Secret Agent, Princess",Action,Nintendo DS,Zoo Digital Publishing
Atomic Betty,Puzzle,Game Boy Advance,Atari
Monster Hunter Frontier Online: Season 10,Role-Playing,Xbox 360,Capcom
Robin Hood: Defender of the Crown,Strategy,Xbox,Capcom
Street Jam Basketball,Sports,Game Boy Advance,Zoo Digital Publishing
Master of Monsters: Disciples of Gaia,Strategy,PlayStation,Agetec
Armored Core: Last Raven Portable,Simulation,PlayStation Portable,From Software
SD Gundam: Gashapon Wars,Strategy,Nintendo Wii,Namco Bandai Games
Commander: Conquest of the Americas,Strategy,PC,Paradox Interactive
Curious George,Action,Xbox,Namco Bandai Games
Disney's Aladdin,Platform,Game Boy Advance,Capcom
Royal Palace of White Sword and The City of Gentiles,Role-Playing,PC,Take-Two Interactive
Virtual Pool: Tournament Edition,Sports,Xbox,Global Star
Kung Fu Panda: Showdown of Legendary Legends,Action,Xbox 360,Little Orbit
Nippon no Asoko de,Misc,PlayStation Portable,Sony Computer Entertainment
007: Quantum of Solace,Action,PC,Activision
MapleStory DS,Role-Playing,Nintendo DS,Nexon
Phantasy Star Online 2: Episode 3 Deluxe Package,Action,PlayStation Vita,Sega
Pimp My Ride: Street Racing,Racing,Nintendo DS,Activision
Let's Dance with Mel B,Sports,PlayStation 3,Black Bean Games
Popeye: Rush for Spinach,Platform,Game Boy Advance,Atari
Culdcept,Strategy,PlayStation 2,Sega
Beyblade Evolution,Action,Nintendo 3DS,Rising Star Games
Pro Cycling Manager 2016,Sports,PC,Focus Home Interactive
Blue Breaker: Ken Yorimo Hohoemi o,Role-Playing,NEC PC-FX,NEC
BeatMania IIDX 15: DJ Troopers,Simulation,PlayStation 2,Konami Digital Entertainment
Heathcliff! The Fast and the Furriest,Racing,Nintendo Wii,Storm City Games
Hyperdimension Neptunia Vs. Sega Hard Girls: Yume no Gattai Special,Role-Playing,PlayStation Vita,Compile Heart
Planet of the Apes,Action,Game Boy Advance,Ubisoft
Gekiatsu!! Pachi Game Tamashi Vol. 1: CR Evangelion - Shinjitsu no Tsubasa,Misc,PlayStation Portable,Unknown
Worms,Strategy,PlayStation 3,Sony Computer Entertainment
Drake & Josh: Talent Showdown,Adventure,Nintendo DS,THQ
Real World Golf,Sports,Xbox,Mad Catz
Winx Club: Rockstars,Adventure,Nintendo DS,Namco Bandai Games
Hissatsu Pachinko Collection 3,Misc,Super Nintendo Entertainment System,Sunsoft
Oumagatoki: Kaidan Romance,Action,PlayStation Portable,Quinrose
Jack Keane,Adventure,PC,Kalypso Media
World of Zoo,Simulation,PC,THQ
Kung Fu Panda: Legendary Warriors,Action,Nintendo DS,Activision
Mahjong Kakutou Club: Zenkoku Taisenban,Misc,PlayStation 3,Konami Digital Entertainment
Hayate no Gotoku! Nightmare Paradise,Adventure,PlayStation Portable,Konami Digital Entertainment
NBA 08,Sports,PlayStation Portable,Sony Computer Entertainment
Secret Files 2: Puritas Cordis,Adventure,Nintendo Wii,Deep Silver
Nanashi no Game Me,Action,Nintendo DS,Square Enix
Heroes of Hellas 2: Olympia,Puzzle,Nintendo DS,Unknown
Young Justice: Legacy,Action,Nintendo 3DS,Namco Bandai Games
Syberia,Action,PC,Microids
Bladestorm: Nightmare,Action,PlayStation 3,Tecmo Koei
NatGeo Challenge! Wild Life,Misc,Xbox 360,Black Bean Games
Higurashi no Naku Koro ni Iki,Action,PlayStation Vita,Kaga Create
HappinessCharge PreCure! Kawarun Collection,Misc,Nintendo 3DS,Namco Bandai Games
Battle vs. Chess,Misc,PC,TopWare Interactive
Dream Pinball 3D,Misc,Nintendo DS,SouthPeak Games
DICE: DNA Integrated Cybernetic Enterprises,Shooter,PlayStation 2,Namco Bandai Games
Battlefield 1942: The WW II Anthology,Shooter,PC,Electronic Arts
Treasure Gaust: Gaust Diver Crimson Red / Deep Purple,Action,Nintendo DS,Namco Bandai Games
Megpoid the Music#,Misc,PlayStation Portable,Asgard
Game of Thrones (Telltale),Adventure,Xbox One,Telltale Games
Wallace & Gromit in Project Zoo,Platform,Xbox,BAM! Entertainment
Rugby League Live,Sports,PlayStation 3,Home Entertainment Suppliers
Grid Runner,Action,PlayStation,Virgin Interactive
Saihai no Yukue,Strategy,Nintendo DS,Tecmo Koei
Metal Dungeon,Role-Playing,Xbox,Xicat Interactive
Drome Racers,Racing,GameCube,Electronic Arts
Guitar Freaks V & DrumMania V,Simulation,PlayStation 2,Konami Digital Entertainment
Tago Akira no Atama no Taisou Dai-1-Shuu: Nazotoki Sekai Isshuu Ryokou,Adventure,Nintendo DS,Level 5
Driver: Parallel Lines,Racing,Nintendo Wii,Ubisoft
Doom,Shooter,PC,id Software
Gekido Advance: Kintaro's Revenge,Action,Game Boy Advance,Zoo Digital Publishing
OZMAFIA!! -vivace-,Adventure,PlayStation Vita,dramatic create
Girls Only,Simulation,Nintendo DS,Foreign Media Games
Future Tactics: The Uprising,Strategy,Xbox,JoWood Productions
Power Poke Dash,Sports,Game Boy Advance,Konami Digital Entertainment
Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 4: Shinseiki Evangelion - Saigo no Mono,Misc,Nintendo DS,D3Publisher
Detective Opera: Milky Holmes 2,Adventure,PlayStation Portable,BushiRoad
Turn It Around,Action,Nintendo DS,505 Games
Blaze Union: Story to Reach the Future,Role-Playing,PlayStation Portable,Sting
Attack on Titan (KOEI),Action,Xbox One,Tecmo Koei
Medabots Girls Mission: Metabee Ver. / Rokusho Ver.,Role-Playing,Nintendo 3DS,Rocket Company
Race Driver 2006,Racing,PlayStation Portable,Codemasters
Higurashi no Naku Koro ni Kizuna: Dai-Yon-Kan - Kizuna,Adventure,Nintendo DS,Alchemist
Buffy the Vampire Slayer: Wrath of the Darkhul King,Action,Game Boy Advance,THQ
My Hero Academia: Battle for All,Action,Nintendo 3DS,Namco Bandai Games
Nisekoi: Yomeiri!?,Adventure,PlayStation Vita,Konami Digital Entertainment
New Tokyo Legacy: Operation Babel,Role-Playing,PlayStation Vita,5pb
Gekiatsu!! Pachi Game Tamashi Vol. 2: CR Evangelion - Shinjitsu no Tsubasa,Misc,PlayStation 3,Unknown
Rugby League Live 3,Action,Xbox 360,Tru Blu Entertainment
Triple Pack: Xbox Live Arcade Compilation,Misc,Xbox 360,Microsoft Game Studios
101-in-1 Sports Party Megamix,Sports,Nintendo Wii,Nordcurrent
Roadsters,Racing,PlayStation,Titus
The Croods: Prehistoric Party!,Misc,Wii U,D3Publisher
Exist Archive: The Other Side of the Sky,Role-Playing,PlayStation 4,Aksys Games
DeathSmiles II,Shooter,Xbox 360,Cave
Romance of the Three Kingdoms II,Strategy,Nintendo 3DS,Tecmo Koei
Calcio Bit,Sports,Game Boy Advance,Nintendo
Monsters vs. Aliens,Action,PC,Activision
Whiteout,Racing,Xbox,Konami Digital Entertainment
Hyakumanton no Bara Bara,Strategy,PlayStation Portable,Sony Computer Entertainment
Galaxy Angel II: Zettairyouiki no Tobira,Strategy,PlayStation 2,Broccoli
The Great Mystery Hidden Object Package 5,Adventure,PC,Rondomedia
1000 Cooking Recipes from ELLE à table,Misc,Nintendo DS,Nintendo
Hajime no Ippo: The Fighting,Fighting,Game Boy Advance,ESP
Merv Griffin's Crosswords,Puzzle,Nintendo DS,ValuSoft
Stellaris,Strategy,PC,Paradox Interactive
Spectral Souls: Resurrection of the Ethereal Empires,Role-Playing,PlayStation Portable,Idea Factory
Sokukoku no Kusabi: Hiiro no Kakera 3 Portable,Adventure,PlayStation Portable,Idea Factory
Syberia II,Adventure,Xbox,Ubisoft
PopCap Hits! Vol 2,Misc,Xbox 360,Mastertronic
Ao no Kanata no Four Rhythm,Adventure,PlayStation Vita,Unknown
Motor Trend presents Lotus Challenge,Racing,Xbox,Xicat Interactive
Mystery Trackers: The Void,Puzzle,PC,Focus Home Interactive
Trine 2,Platform,Wii U,Atlus
Bleach DS 4th: Flame Bringer,Action,Nintendo DS,Sega
Pacific Liberator,Action,Nintendo Wii,Zoo Games
Botanicula,Adventure,PC,Daedalic Entertainment
Parfait,Adventure,PlayStation Vita,TGL
Tago Akira no Atama no Taisou Dai-2-Shuu: Ginga Oudan Nazotoki Adventure,Adventure,Nintendo DS,Level 5
The King of Fighters Portable '94~'98: Chapter of Orochi,Fighting,PlayStation Portable,SNK Playmore
Puzzle Challenge: Crosswords and More!,Puzzle,Nintendo Wii,Crave Entertainment
Nisenochigiri: Omoide no Saki e,Adventure,PlayStation Portable,Idea Factory
Rugby League Live,Sports,Xbox 360,Home Entertainment Suppliers
Age of Conan: Rise of the Godslayer,Role-Playing,PC,Funcom
Totally Spies! Totally Party,Misc,PC,Ubisoft
Battlefield Vietnam,Shooter,PC,Electronic Arts
In Cold Blood,Adventure,PlayStation,Sony Computer Entertainment
Mega Minis Volume 2,Misc,PlayStation Portable,Sony Computer Entertainment
Kamigami no Asobi,Adventure,PlayStation Portable,Broccoli
Fireblade,Action,GameCube,Midway Games
Kong: King of Atlantis,Action,Game Boy Advance,THQ
Kidou Senshi V Gundam,Action,Super Nintendo Entertainment System,Namco Bandai Games
Ganbare Goemon: Toukai Douchuu Ooedo Tengurigaeshi no Maki,Action,Nintendo DS,Konami Digital Entertainment
The Settlers II 10th Anniversary,Action,PC,Ubisoft
Wrestle Angels: Survivor 2,Fighting,PlayStation 2,Tryfirst
Onechanbara Z Kagura,Action,Xbox 360,D3Publisher
Ride,Racing,PC,Milestone S.r.l.
The King of Fighters 02/03,Fighting,Xbox,SNK Playmore
ESPN Winter X Games: Snowboarding 2002,Sports,Xbox,Konami Digital Entertainment
Betty Boop's Double Shift,Puzzle,Nintendo DS,Zoo Digital Publishing
Warhammer: Mark of Chaos,Strategy,PC,Deep Silver
Tsuku Monogatari,Adventure,PlayStation Portable,FuRyu
Vitamin Z,Adventure,PlayStation 2,D3Publisher
Kaitou Tenshi Twin Angel: Toki to Sekai no Meikyuu,Adventure,PlayStation Portable,Alchemist
Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Wu-Hen,Adventure,PlayStation Portable,Yeti
Harukanaru Toki no Naka de 5: Kazahanaki,Role-Playing,PlayStation Portable,Ackkstudios
Tom and Jerry in War of the Whiskers,Fighting,Xbox,Unknown
Nobunaga no Yabou DS 2,Strategy,Nintendo DS,Tecmo Koei
The IdolM@ster: Gravure For You! Vol. 6,Action,PlayStation 3,Namco Bandai Games
Schlag den Raab,Misc,PC,Namco Bandai Games
Ghostbusters (2016),Action,PlayStation 4,Activision
Secrets of the Titanic,Action,Nintendo DS,Avanquest Software
Metal Saga: Hagane no Kisetsu,Role-Playing,Nintendo DS,Success
Animaniacs: The Great Edgar Hunt,Platform,GameCube,Ignition Entertainment
Safari Adventures: Africa,Adventure,Nintendo DS,Neko Entertainment
Harukanaru Toki no Naka de 6,Action,PlayStation Vita,Tecmo Koei
Dream Club Zero Portable,Simulation,PlayStation Vita,D3Publisher
Samurai Warriors 2,Action,PlayStation 3,Tecmo Koei
Cossacks: European Wars,Strategy,PC,Strategy First
The Island of Dr. Frankenstein,Adventure,Nintendo Wii,Storm City Games
TV Total Events,Misc,Nintendo Wii,7G//AMES
Battle Arena Toshinden URA,Fighting,Sega Saturn,Sega
Darius Burst: Chronicle Saviours,Action,PlayStation Vita,Kadokawa Games
Biohazard: Revival Selection,Action,Xbox 360,Capcom
Labyrinth Cross Blood: Infinity,Role-Playing,PlayStation Vita,CyberFront
Prince of Persia (2008),Action,PC,Ubisoft
Super Duper Sumos,Action,Game Boy Advance,Unknown
HotBrain,Puzzle,PlayStation Portable,Midway Games
UK Truck Simulator,Simulation,PC,
Gudetama: Hanjuku de Tanomuwa,Action,Nintendo 3DS,Rocket Company
MechAssault: Phantom War,Simulation,Nintendo DS,Majesco Entertainment
Magicka,Role-Playing,PC,Paradox Interactive
Star Trek: The Game,Action,PC,Namco Bandai Games
Moto Racer DS,Racing,Nintendo DS,Nobilis
The Last Guy,Action,PlayStation 3,Sony Computer Entertainment
Disney Sports Soccer,Sports,Game Boy Advance,Konami Digital Entertainment
Akane Iro ni Somaru Saka Parallel,Adventure,PlayStation 2,GN Software
Otome wa Oanesama ni Koi Shiteru Portable: 2-Jin no Elder,Adventure,PlayStation Portable,Alchemist
Monster Hunter Frontier Online: Forward 1,Role-Playing,Xbox 360,Capcom
X3: Terran Conflict,Simulation,PC,Deep Silver
Timeshock! Pro Pinball,Misc,PlayStation,Empire Interactive
Max Payne,Shooter,Game Boy Advance,Take-Two Interactive
D1 Professional Drift Grand Prix Series,Racing,PlayStation 2,Yuke's
Starry ? Sky: In Winter,Misc,PlayStation Portable,Asgard
Little Bears,Simulation,Nintendo DS,RTL
Rush Hour,Misc,PlayStation,Psygnosis
Pro Cast Sports Fishing,Sports,Xbox,Capcom
Gintama: Banji Oku Chuubu!,Action,Nintendo Wii,Namco Bandai Games
Aegis of Earth: Protonovus Assault,Action,PlayStation 3,PQube
Saka Agari Hurricane Portable,Adventure,PlayStation Portable,Alchemist
Negima!? Dream Tactic Yumemiru Otome Princess,Strategy,PlayStation 2,Konami Digital Entertainment
King Arthur II,Strategy,PC,Paradox Interactive
Max Payne 2: The Fall of Max Payne,Shooter,PC,Take-Two Interactive
Dakar 2: The World's Ultimate Rally,Racing,GameCube,Acclaim Entertainment
NBA 2K7,Sports,Xbox,Take-Two Interactive
Auto Modellista,Racing,GameCube,Capcom
Jewel Match 2,Puzzle,Nintendo DS,Easy Interactive
"Hanayaka Kana, Ware ga Ichizoku Twin Pack",Misc,PlayStation Portable,Idea Factory
MySims,Simulation,PC,Electronic Arts
Guild Wars: Nightfall,Role-Playing,PC,NCSoft
Greg Hastings' Tournament Paintball Max'd,Shooter,Game Boy Advance,Activision
Dave Mirra Freestyle BMX 3,Sports,Game Boy Advance,Acclaim Entertainment
My Animal Centre,Simulation,Nintendo Wii,Deep Silver
Eco Creatures: Save The Forest,Adventure,Nintendo DS,Rising Star Games
Kintaihi Shounen no Jiken: Kyakusen Eris-Gou no Sangeki,Adventure,Nintendo DS,Creative Core
Kaizoku Sentai Gokaiger: Atsumete Henshin! 35 Sentai!,Action,Nintendo DS,Namco Bandai Games
Dragon Tamer: Sound Spirit,Role-Playing,Nintendo DS,Namco Bandai Games
Frogger: Ancient Shadow,Platform,Xbox,Konami Digital Entertainment
Pro Evolution Soccer 2017,Sports,Xbox One,Konami Digital Entertainment
La Pucelle: Ragnarok,Role-Playing,PlayStation Portable,Nippon Ichi Software
Kiniro no Corda 2 f Encore,Role-Playing,PlayStation Portable,Tecmo Koei
Darius II,Shooter,Sega Saturn,Taito
Jewel Quest 5: The Sleepless Star,Action,Nintendo DS,Licensed 4U
RollerCoaster Tycoon 2: Triple Thrill Pack,Strategy,PC,Atari
Bleach: Soul Carnival 2,Fighting,PlayStation Portable,Sony Computer Entertainment
ParaParaParadise,Misc,PlayStation 2,Konami Digital Entertainment
Tiger & Bunny: On-Air Jack!,Action,PlayStation Portable,Namco Bandai Games
Pro Evolution Soccer 2012,Action,Nintendo 3DS,Konami Digital Entertainment
Eureka Seven AO: Jungfrau no Hanabanatachi,Action,PlayStation 3,Namco Bandai Games
Warship Gunner 2,Simulation,PlayStation 2,Tecmo Koei
Gotcha Force,Shooter,GameCube,Capcom
The Battle of Yuu Yuu Hakusho: Shitou! Ankoku Bujutsukai! 120%,Fighting,PlayStation 2,Banpresto
Star Wars The Clone Wars: Republic Heroes,Action,PC,LucasArts
CID The Dummy,Platform,PlayStation Portable,Oxygen Interactive
Xblaze: Lost Memories,Adventure,PlayStation Vita,Arc System Works
DiRT Rally,Racing,PC,Codemasters
The Perfect Golf,Sports,PlayStation,Seta Corporation
Let's Sing 2016,Action,PlayStation 4,FuRyu Corporation
Wrestle Kingdom,Fighting,PlayStation 2,Yuke's
Demon Driver: Time to Burn Rubber!,Racing,Game Boy Advance,Ignition Entertainment
The Golf Club,Sports,Xbox One,Unknown
Bigfoot King of Crush,Racing,Nintendo Wii,Zoo Games
Mojo!,Puzzle,Xbox,DreamCatcher Interactive
Infinite Stratos 2: Ignition Hearts,Adventure,PlayStation 3,5pb
Cabela's Big Game Hunter: Pro Hunts,Shooter,Xbox 360,Activision
Mahou Sensei Negima! Kagai Jugyou ~Otome no Dokidoki Beachside~,Adventure,PlayStation 2,Konami Digital Entertainment
Nekketsu Kouha Kunio-Kun SP: Rantou Kyousoukyoku,Fighting,Nintendo 3DS,Arc System Works
The Sims 2: Bon Voyage,Simulation,PC,Electronic Arts
Buffy the Vampire Slayer: Chaos Bleeds,Action,GameCube,Vivendi Games
Clannad,Adventure,Xbox 360,Prototype
Brothers Conflict: Passion Pink,Action,PlayStation Portable,Idea Factory
Kuryuu Youma Gakuenki Recharge,Adventure,PlayStation 2,Atlus
My Frogger: Toy Trials,Action,Nintendo DS,Konami Digital Entertainment
Jet Grind Radio,Action,Game Boy Advance,Sega
Farm Frenzy 3,Strategy,Nintendo DS,Unknown
Strike Witches: Aoi no Dengekisen - Shin Taichou Funtousuru!,Action,Nintendo DS,Russel
3DS Classic Collection,Misc,Nintendo 3DS,Sega
Baldur's Gate: Dark Alliance,Role-Playing,Game Boy Advance,"Destination Software, Inc"
GRID Autosport,Racing,PC,Codemasters
The Adventures of Lomax,Platform,PlayStation,Psygnosis
Neverwinter Nights Diamond,Role-Playing,PC,Atari
Divinity II: Flames of Vengeance,Role-Playing,PC,DTP Entertainment
Under the Skin,Action,PlayStation 2,Capcom
Battlefield 2142,Shooter,PC,Electronic Arts
Kabu Trader Shun,Action,Nintendo DS,Capcom
Air Conflicts: Secret Wars,Simulation,PC,bitComposer Games
Poy Poy,Action,PlayStation,Konami Digital Entertainment
Hermie Hopperhead: Scrap Panic,Platform,PlayStation,Sony Computer Entertainment
Lost Planet 2,Shooter,PC,Capcom
NHL 07,Sports,Xbox,Electronic Arts
DrumMania 7th Mix,Simulation,PlayStation 2,Konami Digital Entertainment
