Hospital NPI,Hospital Name,Hospital Street Address,Hospital City,Hospital State,Hospital Postal Code
1457991523,SOUTHERN BAPTIST HOSPITAL OF FLORIDA INC,800 PRUDENTIAL DR,JACKSONVILLE,FL,322078202
1639719602,"REHABILITATION HOSPITAL OF NORTHERN INDIANA, LLC",4807 EDISON LAKES PARKWAY,MISHAWAKA,IN,465451112
1033759832,"EVEREST REHABILITATION HOSPITAL KELLER, LLC",791 S MAIN STREET,KELLER,TX,76248
1427698208,"PUERTO RICO ADVANCED UROLOGY CENTER, LLC",100 AVE LAUREL,BAYAMON,PR,009564816
1376183145,"PARKVIEW MEDICAL CENTER, INC",3676 PARKER BLVD STE 280A,PUEBLO,CO,810082212
1033759626,LEHIGH VALLEY HOSPITAL - COORDINATED HEALTH ALLENTOWN,1503 N CEDAR CREST BLVD,ALLENTOWN,PA,181042310
1427698125,"LUMINIS HEALTH MEDICAL GROUP, LLC",175 HARRY S TRUMAN PKWY,ANNAPOLIS,MD,214017573
1740820422,PORTERCARE ADVENTIST HEALTH SYSTEM,2525 4TH ST,BOULDER,CO,803043966
1033759642,PORTERCARE ADVENTIST HEALTH SYSTEM,9949 S OSWEGO ST STE 200,PARKER,CO,801343753
1770123382,CATHOLIC HEALTH INITIATIVES COLORADO,604 S RIO GRANDE AVE,AZTEC,NM,874102260
1992345508,CATHOLIC HEALTH INITIATIVES COLORADO,3207 N ACADEMY BLVD STE 100,COLORADO SPRINGS,CO,809175117
1801436415,CATHOLIC HEALTH INITIATIVES COLORADO,3030 N CIRCLE DR STE 217,COLORADO SPRINGS,CO,809091180
1720628332,PORTERCARE ADVENTIST HEALTH SYSTEM,1000 SOUTHPARK DR,LITTLETON,CO,801205654
1831739440,CATHOLIC HEALTH INITIATIVES COLORADO,2551 W 84TH AVE,WESTMINSTER,CO,800313807
1922648534,PORTERCARE ADVENTIST HEALTH SYSTEM,6069 S SOUTHLANDS PKWY,AURORA,CO,800165316
1184264798,PORTERCARE ADVENTIST HEALTH SYSTEM,7233 CHURCH RANCH BLVD STE 1028,WESTMINSTER,CO,800214094
1841830452,CATHOLIC HEALTH INITIATIVES COLORADO,4112 OUTLOOK BLVD STE 250,PUEBLO,CO,810081667
1770123200,CATHOLIC HEALTH INITIATIVES COLORADO,2551 W 84TH AVE,WESTMINSTER,CO,800313807
1265072706,PORTERCARE ADVENTIST HEALTH SYSTEM,6069 S SOUTHLANDS PKWY,AURORA,CO,800165316
1437799905,"DREW MEMORIAL HOSPITAL, INC",778 SCOGIN DR,MONTICELLO,AR,716555729
1760022297,PORTERCARE ADVENTIST HEALTH SYSTEM,9403 CROWN CREST BLVD STE 115,PARKER,CO,801388882
1225678881,LEHIGH VALLEY HOSPITAL - COORDINATED HEALTH BETHLEHEM,2310 HIGHLAND AVE,BETHLEHEM,PA,180208920
1679113104,CATHOLIC HEALTH INITIATIVES COLORADO,810 E 3RD ST STE 203,DURANGO,CO,813015728
1588204010,CATHOLIC HEALTH INITIATIVES COLORADO,2577 MAIN AVE,DURANGO,CO,813015919
1528608056,PORTERCARE ADVENTIST HEALTH SYSTEM,7750 S BROADWAY STE 100,LITTLETON,CO,801222630
1104466630,CATHOLIC HEALTH INITIATIVES COLORADO,255 S ROUTT ST STE 100,LAKEWOOD,CO,802282271
1013557545,CATHOLIC HEALTH INITIATIVES COLORADO,2551 W 84TH AVE,WESTMINSTER,CO,800313807
1740820273,CATHOLIC HEALTH INITIATIVES COLORADO,255 S ROUTT ST STE 300,LAKEWOOD,CO,802282354
1568002095,CATHOLIC HEALTH INITIATIVES COLORADO,2551 W 84TH AVE,WESTMINSTER,CO,800313807
1003456534,PORTERCARE ADVENTIST HEALTH SYSTEM,7233 CHURCH RANCH BLVD STE 1205,WESTMINSTER,CO,800214094
1912547449,CATHOLIC HEALTH INITIATIVES COLORADO,2551 W 84TH AVE,WESTMINSTER,CO,800313807
1821638354,PORTERCARE ADVENTIST HEALTH SYSTEM,2555 S DOWNING ST STE 240,DENVER,CO,802105855
1750921029,TOPEKA ER HOSPITAL LLC,6135 SW 17TH STREET,TOPEKA,KS,66604
1831739267,NORTH COLORADO MEDICAL CENTER,2001 70TH AVE,GREELEY,CO,806344621
1245870682,"ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SIOUX FALLS, LLC",4700 W 69TH ST,SIOUX FALLS,SD,571088757
1255971404,NORTH COLORADO MEDICAL CENTER,1517 16TH AVENUE CT,GREELEY,CO,806314574
1578103750,NORTH COLORADO MEDICAL CENTER,5890 W 13TH ST,GREELEY,CO,806344821
1164062303,MCKEE MEDICAL CENTER,1632 HOFFMAN DR,LOVELAND,CO,805384337
1710517735,MCKEE MEDICAL CENTER,1805 E 18TH ST STE 7,LOVELAND,CO,805384237
1174153191,MCKEE MEDICAL CENTER,1825 E 18TH ST STE C,LOVELAND,CO,805384255
1386274389,"GARY GERSHONY MD, A MEDICAL CORPORATION",2540 EAST ST,CONCORD,CA,945201906
1467082370,THE MOSES H. CONE MEMORIAL HOSPITAL OPERATING CORPORATION,2400 W FRIENDLY AVE,GREENSBORO,NC,274031109
1528698321,HARBOR VILLAGE INC.,120 STATE MARKET RD,PAHOKEE,FL,334761542
1851921571,"BHSM REHABILITATION, LLC",775 E WILLETTA ST,PHOENIX,AZ,850062723
1427689652,"PARKVIEW MEDICAL CENTER, INC",54 CLUB MANOR DR STE 101,PUEBLO,CO,810082605
1730710898,"FROEDTERT HEALTH NEIGHBORHOOD HOSPITAL, LLC",4805 S MOORLAND RD,NEW BERLIN,WI,531517401
1669003729,"NORTH HOUSTON SURGICAL HOSPITAL, LLC",20635 KUYKENDAHL RD,SPRING,TX,773793533
1265063010,HONORHEALTH,33400 N 32ND AVE,PHOENIX,AZ,850858876
1831720556,"SBH-DAVENPORT, LLC",770 TANGLEFOOT LN,BETTENDORF,IA,527221608
1902437650,MCHS HOSPITALS INC,3400 MINISTRY PKWY,WESTON,WI,544765220
1790316214,INDEPENDENT PHYSICIANS GROUP INC,870 MAIN ST,FAYETTE,MS,390695695
1386275923,"NRMI, LLC",1501 CASS ST STE C,TRAVERSE CITY,MI,496844157
1134750649,"PARKSIDE, INC.",1239 S TRENTON AVE,TULSA,OK,741205420
1376175687,LAUDERDALE COMMUNITY HOSPITAL LLC,340 ASBURY AVE,RIPLEY,TN,380635577
1316579634,BANYAN DELAWARE LLC,21 W CLARKE AVE STE 4001,MILFORD,DE,199631859
1932731833,TRUE LIGHT MISSIONS INC,6525 ROOSEVELT AVE,WOODSIDE,NY,113772927
1124650130,SPECTRUM HEALTH HOSPITALS,35 MICHIGAN ST NE,GRAND RAPIDS,MI,495032514
1487286571,THE MILTON S HERSHEY MEDICAL CENTER,500 UNIVERSITY DR,HERSHEY,PA,170332360
1376175240,"WETZEL COUNTY HOSPITAL, INC.",3 E BENJAMIN DR,NEW MARTINSVILLE,WV,261552758
1134751712,"PARKVIEW MEDICAL CENTER, INC.",3670 PARKER BLVD STE 102,PUEBLO,CO,810082285
1649802117,"EVEREST REHABILITATION HOSPITAL OKC, LLC",7900 MID AMERICA BLVD,OKLAHOMA CITY,OK,731356609
1194358523,SOUTHEAST REHAB LLC,608 S HIGHWAY 65 82,LAKE VILLAGE,AR,716531743
1477186740,HARTSHORN SURGICAL PLLC,12606 E MISSION AVE,SPOKANE VALLEY,WA,992163421
1578196820,HOSPITAL MENONITA HUMACAO INC,NUMERO 300 AVENIDA FONT MARTELLO,HUMACAO,PR,007928630
1740813740,"OKLAHOMA CITY REHABILITATION HOSPITAL, LLC",10240 BROADWAY EXTENSION,OKLAHOMA CITY,OK,731147311
1790318798,"REUNION REHABILITATION HOSPITAL INVERNESS, LLC",372 INVERNESS DRIVE SOUTH,ENGLEWOOD,CO,801128011
1447883301,CHRISTUS SANTA ROSA HEALTH CARE CORPORATION,1301 WONDER WORLD DR,SAN MARCOS,TX,786667533
1285267146,RECOVER-CARE MEADOWBROOK REHABILITATION LLC,427 W MAIN ST,GARDNER,KS,660301183
1265065932,RECOVER-CARE MEADOWBROOK REHABILITATION LLC,427 W MAIN ST,GARDNER,KS,660301183
1114550886,"ENCOMPASS HEALTH REHABILITATION HOSPITAL OF IOWA CITY, LLC",2450 CORAL COURT,CORALVILLE,IA,52241
1649804253,VEST THURSTON LLC,605 WOODLAND SQUARE LOOP SE,LACEY,WA,985031045
1336773928,VARIETY CHILDREN'S HOPSITAL,5959 NW 7TH ST,MIAMI,FL,331263129
1801420294,UPMC PINNACLE HOSPITALS,4300 LONDONDERRY RD,HARRISBURG,PA,171095317
1194359489,"INSIGHT:EATING DISORDERS, WEIGHT MANAGEMENT & PSYCHOLOGICAL CENTERS",1 E. ERIE STREET,CHICAGO,IL,60611
1407480254,"COPPER SPRINGS HOSPITAL, LLC",3755 S ROME ST,GILBERT,AZ,852977361
1427682137,DECATUR HOSPITAL AUTHORITY,3200 N TARRANT PKWY,FORT WORTH,TX,761778611
1033744743,"MEDICAL BEHAVIORAL HOSPITAL OF CLEAR LAKE, LLC",16850 BUCCANEER LN,HOUSTON,TX,770582507
1053945766,DECATUR HOSPITAL AUTHORITY,609 MEDICAL CENTER DR,DECATUR,TX,762343836
1245865880,SUNVIEW MEDICAL CENTER LLC,1041 45TH STREET,WEST PALM BEACH,FL,33407
1598390056,"REUNION REHABILITATION HOSPITAL PHOENIX, LLC",1675 E. VILLA STREET,PHOENIX,AZ,850063710
1689209140,"MILWAUKEE REHABILITATION HOSPITAL, LLC",3200 S 103RD ST,MILWAUKEE,WI,532274104
1336774751,GOOD SAMARITAN HOSPITAL CORVALLIS,3509 NW SAMARITAN DR STE 110,CORVALLIS,OR,973303893
1790310159,"SANCTUARY COMMUNITY COUNSELING AND RESOURCES, NFP",12247 S RACINE AVE,CALUMET PARK,IL,606435401
1568097897,COX BARTON COUNTY HOSPITAL,29 NW 1ST LN,LAMAR,MO,647598105
1760017099,"PHOENIX MEDICAL PSYCHIATRIC HOSPITAL, LLC",1346 MCDOWELL ROAD,PHOENIX,AZ,85006
1598390841,UPMC MEMORIAL,1701 INNOVATION DR,YORK,PA,174088815
1235764622,NEW YORK CITY HEALTH AND HOSPITALS CORPORATION,1901 1ST AVE,NEW YORK,NY,100297494
1154956241,"SHREVEPORT REHABILITATION HOSPITAL, LLC",1451 FERN CIRCLE,SHREVEPORT,LA,711057501
1972138022,UNIVERSITY OF SOUTH ALABAMA,2451 UNIVERSITY HOSPITAL DR,MOBILE,AL,366172300
1417582370,NEW ESSENCE RECOVERY,10784 HARCOURT AVE,ANAHEIM,CA,928046341
1851927669,NORTHWEST SAHUARITA HOSPITAL LLC,16260 S RANCHO SAHUARITA BLVD,SAHUARITA,AZ,85629
1093341810,CLEARSKY REHABILITATION HOSPITAL OF RIO RANCHO LLC,2401 WESTSIDE BLVD,RIO RANCHO,NM,87124
1093341711,UPMC CARLISLE,361 ALEXANDER SPRING RD,CARLISLE,PA,170156940
1851927586,"NOVANT HEALTH MINT HILL MEDICAL CENTER, LLC",8201 HEALTHCARE LOOP,CHARLOTTE,NC,282157072
1902432487,UPMC HANOVER,310 STOCK ST STE 5,HANOVER,PA,173312276
1831725399,SPECTRUM HEALTH HOSPITAL,301 MICHIGAN ST NE,GRAND RAPIDS,MI,495033314
1407482896,THE HOUSE OF ISRAEL INC,4 5TH ST SW,FORT MEADE,FL,338413410
1093341497,UOFL HEALTH-LOUISVILLE INC,3920 DUTCHMANS LN,LOUISVILLE,KY,402074020
1124654512,UOFL HEALTH-LOUISVILLE INC,1850 BLUEGRASS AVE,LOUISVILLE,KY,402154021
1588290993,UOFL HEALTH-LOUISVILLE INC,9700 STONESTREET RD,LOUSIVILLE,KY,402722884
1477189876,UOFL HEALTH-LOUISVILLE INC,2020 NEWBURG RD,LOUISVILLE,KY,402051803
1144856543,UOFL HEALTH-LOUISVILLE INC,2401 TERRA CROSSING BLVD,LOUISVILLE,KY,402455371
1861028268,UOFL HEALTH-LOUISVILLE INC,1903 W. HEBRON LN,SHEPHERDSVILLE,KY,401657425
1962038109,COMMUNITY BIRTH GROUP,17304 WALKER AVE,MIAMI,FL,331574389
1528694718,"COMMUNITY BEHAVIORAL HEALTH, LLC",817 EASTERN SHORE DR,SALISBURY,MD,218045943
1609402825,UOFL HEALTH-LOUISVILLE INC,4402 CHURCHMAN AVE.,LOUISVILLE,KY,402151192
1063048288,BRSI LP,1111 NORTH LOOP W STE 1000,HOUSTON,TX,770084717
1649806720,ABSOLUTE RIGHT CHOICE LL,3214 JEFFERSON AVE,NEWPORT NEWS,VA,236073406
1972139004,BANNER HEALTH,1405 S ALMA SCHOOL RD,CHANDLER,AZ,852867144
1649806563,COMMUNITY BIRTH GROUP,5089 S 900 E STE 201,SALT LAKE CITY,UT,841175724
1386271054,"LAKELAND HOSPITAL ACQUISITION, LLC",440 S MARKET AVE,SPRINGFIELD,MO,658062026
1124655527,COMMUNITY BIRTH GROUP,311 E A ST,ATOKA,OK,745252043
1033746433,COMMUNITY BIRTH GROUP,76 BILLINGS RD,SOMERS,CT,060711924
1942837349,COMMUNITY BIRTH GROUP,317 W TALL OAK LN,BOYERS,PA,160202214
1376170779,COMMUNITY BIRTH GROUP,63 POST ST,NEWPORT NEWS,VA,236013950
1295362564,RURAL WELLNESS FAIRFAX INC,40 HOSPITAL RD,FAIRFAX,OK,746375084
1619504016,BATON ROUGE GENERAL MEDICAL CENTER,3600 FLORIDA BLVD.,BATON ROUGE,LA,70806
1992332381,COMMUNITY BIRTH GROUP,4762 SWEENEY CIR,ROCKLIN,CA,956772885
1033746599,JUST HEALTH,1 GALLERIA BLVD STE 1100,METAIRIE,LA,700017534
1508493628,EUREKA SPRINGS HOSPITAL COMMISSION,24 NORRIS ST,EUREKA SPRINGS,AR,726323541
1114554342,GOODNEWS CHURCH AND CARE MINISTRIES,1525 RICHLAND RD,NEW ORLEANS,LA,701141860
1396372322,"FORSYTH MEMORIAL HOSPITAL, INC.",1750 KERNERSVILLE MEDICAL PKWY,KERNERSVILLE,NC,272847146
1760010607,"531 W. COLLEGE, LLC",531 W COLLEGE ST,LOS ANGELES,CA,900122315
1609403690,EUREKA SPRINGS HOSPITAL COMMISSION,24 NORRIS ST,EUREKA SPRINGS,AR,726323541
1043848831,"CRESTWOOD BEHAVIORAL HEALTH, INC.",7440 RANCHO LOS GUILICOS RD,SANTA ROSA,CA,954096540
1154959880,ESSENTIA HEALTH MOOSE LAKE,4572 COUNTY ROAD 61,MOOSE LAKE,MN,557679401
1184252751,MOUNT ST. MARY'S HOSPITAL OF NIAGARA FALLS,5300 MILITARY RD,LEWISTON,NY,140921903
1194353870,DRUMRIGHT COMMUNITY HOSPITAL LLC,610 W BYPASS,DRUMRIGHT,OK,740305957
1235767815,NORTON HEALTHCARE-INDIANA INC,4601 MEDICAL PLAZA WAY,CLARKSVILLE,IN,471299204
1730717281,THE NEMOURS FOUNDATION,1600 ROCKLAND RD,WILMINGTON,DE,198033607
1841828183,COMMUNITY BIRTH GROUP,209 BOYCE RD,PINE BUSH,NY,125666809
1689202145,COMMUNITY BIRTH GROUP,121 MARKET ST,POTSDAM,NY,136761716
1851929954,MERCY HOSPITAL OF BUFFALO,565 ABBOTT RD,BUFFALO,NY,142202039
1306475272,AMLOVE SENIOR CARE INC,8491 SW 133RD LANE RD,OCALA,FL,344736842
1740819440,COMMUNITY BIRTH GROUP,32901 MERINO ST,BLACK DIAMOND,WA,980109749
1619506128,INTEGRO HEALTH SYSTEMS INC,1501 E ORANGEWOOD AVE UNIT B,PHOENIX,AZ,850205130
1578192860,SUGARFOOTZ & WELLNESS LLC,4924 5TH ST S,ST PETERSBURG,FL,337054721
1518586650,COMMUNITY BIRTH GROUP,1400 N WILLIAMS ST STE 204,DENVER,CO,802182515
1689293896,COMMUNITY BIRTH GROUP,751 ROAD 11,POWELL,WY,824359131
1740809862,BRSI LP,8901 FARROW RD,COLUMBIA,SC,292038930
1407475411,COMMUNITY BIRTH GROUP,4513 MCGILL TER,HOOVER,AL,352266382
1285253252,"OCHSNER LSU HEALTH SHREVEPORT - ST. MARY MEDICAL CENTER, LLC",911 MARGARET PL,SHREVEPORT,LA,711014347
1811516792,COMMUNITY BIRTH GROUP,121 SAWMILL LN,BUTLER,PA,160019656
1649899485,"JUDAH GO GLOBAL FOUNDATION, LLC",33 LABELLE ST APT 610,HIGHLAND PARK,MI,482033687
1356960132,TEXAS HEALTH HOSPITAL MANSFIELD,2300 LONE STAR RD,MANSFIELD,TX,760638744
1801415450,TRAUMA RECOVERY INSTITUTE PA,700 MARKET ST STE 105,CEDAR PARK,TX,786132684
1952920480,COMMUNITY BIRTH GROUP,631 N 7TH ST,MARIETTA,OH,457501935
1528687829,WENTWORTH DOUGLASS HOSPITAL,67 CORPORATE DR BLDG A,PORTSMOUTH,NH,038012847
1366062556,PRIME HEALTHCARE SERVICES - ST FRANCIS LLC,3630 E IMPERIAL HWY,LYNWOOD,CA,902622609
1356961510,COMPTROLLER OF MARYLAND CENTRAL PAYROLL BUREAU,110 S. PACA ST.,BALTIMORE,MD,21201
1619597812,COMMUNITY BIRTH GROUP,17872B CUSSEWAGO RD,MEADVILLE,PA,163354504
1912527193,"ASCENSION NE WISCONSIN, INC",500 S OAKWOOD RD,OSHKOSH,WI,549047944
1114547114,PRIME HEALTHCARE SERVICES - ST FRANCIS LLC,3630 E IMPERIAL HWY,LYNWOOD,CA,902622609
1831719772,ANEW HEALTH LLC,6815 HILLTOP RD,SHAWNEE,KS,662263532
1184244022,ADVOCATES OF SAINT SEBASTIAN,4615 E CALIFORNIA PKWY,FOREST HILL,TX,761197571
1932729803,DALLAS VAMC,2300 MARIE CURIE DR,GARLAND,TX,750425706
1821618539,COMMUNITY BIRTH GROUP,4757 BRIGHTON AVE,SAN DIEGO,CA,921072221
1619597390,THE UNITY HOSPITAL OF ROCHESTER,89 GENESEE ST,ROCHESTER,NY,146113201
1306466057,COMMUNITY BIRTH GROUP,126 CORNISH ST,SHERMAN,NY,147819791
1205456951,COMMUNITY BIRTH GROUP,6007 CHINABERRY CT,CHARLOTTE,NC,282699174
1720608177,COMMUNITY BIRTH GROUP,6383 W PLEASANT VALLEY RD,BLANCHARD,MI,493109116
1952921405,"ASPIRUS WAUSAU HOSPITAL , INC",2720 PLAZA DR STE 1400,WAUSAU,WI,544014166
1699396739,COMMUNITY BIRTH GROUP,230 CARSON VW,MARKLEEVILLE,CA,961209630
1831710912,"WASHINGTON COUNTY HEALTHCARE AUTHORITY, INC",14600 SAINT STEPHENS AVE,CHATOM,AL,365186711
1316568017,COMMUNITY BIRTH GROUP,1898 SHORT LN,PLATTEVILLE,WI,538189679
1700407541,MAGNOLIA REGIONAL HEALTH SYSTEM INC,101 HOSPITAL DR,MAGNOLIA,AR,717532415
1518588169,"CHEROKEE MOUNTAIN MEDICAL, PC",543 CHEROKEE MOUNTAIN RD,JONESBOROUGH,TN,376596638
1538780135,COMMUNITY BIRTH GROUP,611 ORCHARD HILL DR,PITTSBURGH,PA,152382517
1407477912,"WEST VIRGINIA UNIVERSITY HOSPITALS, INC.",1325 LOCUST AVE,FAIRMONT,WV,265541435
1497376966,BARTON AMBULATORY CLINICS,2170 SOUTH AVE STE B,SOUTH LAKE TAHOE,CA,961507026
1598386013,INDIANA REGIONAL MEDICAL CENTER,835 HOSPITAL RD,INDIANA,PA,157013629
1316569874,PAM CUBED REHABILITATION HOSPITAL OF FARGO LLC,4671 38TH ST S,FARGO,ND,581047866
1831711258,HARBOR HEALTH INTEGRATED CARE LLC,1717 W NORTHERN AVE STE 200,PHOENIX,AZ,850215478
1801418306,GESIINGER MEDICAL CENTER,15 WESNER LN FL 2,DANVILLE,PA,178218023
1053933457,NOBLE HEALTH FULTON INC,10 S HOSPITAL DR,FULTON,MO,652512510
1962024026,CLHG-RUSTON LLC,401 E VAUGHN AVE,RUSTON,LA,712705950
1790307593,"HASKELL REGIONAL HOSPITAL, INC.",401 NW H ST,STIGLER,OK,744621625
1144842816,NIAGARA FALLS MEMORIAL MEDICAL CENTER,621 10TH ST,NIAGARA FALLS,NY,143011813
1184246894,ZBEIRO CORP,13952 SW 52ND LN,MIAMI,FL,331755166
1366064016,"THE CARPENTER CENTER FOR PALLIATIVE MEDICINE OF SHREVEPORT, LLC",8950 E KINGS HWY,SHREVEPORT,LA,711152704
1962024620,"THE CARPENTER CENTER FOR PALLIATIVE MEDICINE OF LAFAYETTE, LLC",923 WEST PINHOOK ROAD,LAFAYETTE,LA,70503
1023630761,WINTER SPRING HEALTH SERVICES,13509 HIGHLANDVIEW AVE,CLEVELAND,OH,441351622
1427671064,TEMPLE BEHAVIORAL HEALTHCARE HOSPITAL INC,1201 CANYON CREEK DR,TEMPLE,TX,76502
1437771029,"THE CARPENTER CENTER FOR PALLIATIVE MEDICINE OF BATON ROUGE, LLC",10615 JEFFERSON HWY,BATON ROUGE,LA,708097230
1194348649,"NEUROPSYCHIATRIC HOSPITAL OF GREATER HOUSTON, LLC",1317 SOUTH LOOP ROAD 336 WEST,CONROE,TX,77304
1407479975,UNIVERSITY OF COLORADO HOSPITAL AUTHORITY,100 COOK ST STE 102,DENVER,CO,802065327
1366065724,HEARTS AND MINDS LLC,1006 HIGHLAND AVE,SHREVEPORT,LA,711014103
1386267714,UNIVERSITY OF COLORADO HOSPITAL AUTHORITY,100 COOK ST STE 204,DENVER,CO,802065328
1104449446,CLIVE BEHAVIORAL HEALTH LLC,1450 NW 114TH ST,CLIVE,IA,50325
1215550496,MIDLANDS REGIONAL REHABILITATION HOSPITAL LLC,20 PINNACLE PARKWAY,ELGIN,SC,290458389
1922621937,"THE CARPENTER CENTER FOR PALLIATIVE MEDICINE OF NOLA, LLC",507 UPSTREAM ST,RIVER RIDGE,LA,701232837
1194348961,"HASKELL REGIONAL HOSPITAL, INC.",401 NW H ST,STIGLER,OK,744621625
1063036788,MINANTI HEALTH LLC,35734 BENTLEY DR,AVON,OH,440113812
1780208108,EAST OHIO HOSPITAL LLC,90 N 4TH ST,MARTINS FERRY,OH,439351648
1508480922,EAST OHIO HOSPITAL LLC,90 N 4TH ST,MARTINS FERRY,OH,439351648
1457975898,GEISINGER MEDICAL CENTER,4200 HOSPITAL RD,COAL TOWNSHIP,PA,178669668
1821612284,"LPNT BH ACQUISITION 1, LLC",4301 MAPLESHADE LN,PLANO,TX,750930010
1285258640,"LPNT BH ACQUISITION 2, LLC",6200 OVERTON RIDGE BLVD,FORT WORTH,TX,761323614
1275157455,"TEMPLE UNIVERSITY HOSPITAL, INC",333 COTTMAN AVE,PHILADELPHIA,PA,191112434
1609490838,SECOND CHANCE BEHAVIORAL HEALTH CENTER LLC,5517 RITCHIE HWY,BROOKLYN PARK,MD,212253457
1295359420,PRICELESS HEARTS BEHAVIORAL HEALTH CENTER LLC,684 POOLE RD STE B,WESTMINSTER,MD,211576173
1427672336,SUMMIT BHC WEST VIRGINIA LLC,300 56TH ST SE,CHARLESTON,WV,253042308
1023632973,BENSON HOSPITAL CORPORATION,890 W 4TH ST,BENSON,AZ,856026437
1740805423,"FROEDTERT HEALTH NEIGHBORHOOD HOSPITAL, LLC",209 PEWAUKEE RD,PEWAUKEE,WI,530721150
1164047734,GARRETT COUNTY MEMORIAL HOSPITAL,251 N 4TH ST,OAKLAND,MD,215501375
1013532456,"GROUNDWATER SOLUTIONS, INC.",5104 REAGAN DR STE 5,CHARLOTTE,NC,282061392
1558986927,CLEARBROOK TREATMENT CENTER MASSACHUSETTS LLC,83 HOSPITAL RD,BALDWINVILLE,MA,014361215
1275158529,HMH CARRIER BEHAVIORAL HEALTH INC,1071 RAMAPO VALLEY RD,MAHWAH,NJ,07430
1538784541,MERCY BEHAVIORAL HOSPITAL LLC,2810 US HWY 71,LECOMPTE,LA,713460000
1033735931,GAURAV DATTA MD INC,7510 FORTALEZA AVE,ELK GROVE,CA,957571769
1639795370,"CENTER FOR COMPREHENSIVE SERVICES, INC",2785 S RAINBOW BLVD,LAS VEGAS,NV,891464008
1629694971,"CENTER FOR COMPREHENSIVE SERVICES, INC",7240 W OAKEY BLVD,LAS VEGAS,NV,891172145
1144846353,"EXPRESS CARE, LLC",11 E ADAMS ST STE 1100,CHICAGO,IL,606036315
1407472756,"CENTER FOR COMPREHENSIVE SERVICES, INC",3135 S MONTE CRISTO WAY,LAS VEGAS,NV,891173228
1558987586,COMMUNITY BIRTH GROUP,130 BUFORD RD,NORTH CHESTERFIELD,VA,232355204
1477170439,ASSURANCE HEALTH TOLEDO LLC,4040 KING RD,SYLVANIA,OH,435604442
1487271375,METHODIST HOSPITALS OF DALLAS,1201 E US HWY 287,MIDLOTHIAN,TX,76065
1013534445,SARASOTA COUNTY PUBLIC HOSPITAL DISTRICT,2600 LAUREL RD E,NORTH VENICE,FL,342753226
1104443654,MEMORIAL HOSPITAL INC,53 QUEENDALE CTR STE 200,BEVERLY,KY,409139608
1598383358,"TDPK, LLC",4673 EUGENE WARE BLVD,BASTROP,LA,712201425
1497373112,COBALT REHABILITATION HOSPITAL DENVER LLC,6500 W 104TH AVE,WESTMINSTER,CO,800204189
1568080281,"CURAHEALTH HOUSTON HEIGHTS, LLC",19770 KINGSLAND BLVD,HOUSTON,TX,770941031
1023636545,AHMC SETON MEDICAL CENTER LLC,1900 SULLIVAN AVE,DALY CITY,CA,940152200
1922626407,GILA REGIONAL MEDICAL CENTER,1313 E 32ND ST,SILVER CITY,NM,880617251
1922626290,"BRSI, LP",303 WALNUT ST FL 7,HARRISBURG,PA,171011825
1639797913,SINGING RIVER GULFPORT,15200 COMMUNITY RD,GULFPORT,MS,395033085
1083232409,MADE ANEW MINISTRIES A NJ NONPROFIT CORPORATION,4772 OCEAN HEIGHTS AVE,MAYS LANDING,NJ,083309580
1639797855,AHMC SETON MEDICAL CENTER LLC,1900 SULLIVAN AVE,DALY CITY,CA,940152200
1689282733,"LEXINGTON COUNTY HEALTH SERVICES DISTRICT, INC.",2720 SUNSET BLVD,WEST COLUMBIA,SC,291694810
1386252112,AHMC SETON MEDICAL CENTER LLC,1900 SULLIVAN AVE,DALY CITY,CA,940152200
1689282147,BAPTIST HEALTHCARE SYSTEM INC,913 N DIXIE AVE,ELIZABETHTOWN,KY,427012503
1336757681,CCA HEALTH LLC,2801 N STATE ROAD 7,MARGATE,FL,330635727
1427667567,"RAHIL KHALIK, PLLC",2121 BUSINESS CENTER DR,PEARLAND,TX,775842153
1356950398,LOUISIANA BEHAVIORAL HEALTH LLC,9320 LINWOOD AVE,SHREVEPORT,LA,711067003
1801405519,"MT. AIRY DEVELOPMENT, LLC",2446 KIPLING AVE,CINCINNATI,OH,452396650
1871102525,"ENCOMPASS HEALTH REHABILITATION HOSPITAL OF TOLEDO, LLC",4647 MONROE STREET,TOLEDO,OH,436234418
1841809415,AHMC SETON MEDICAL CENTER LLC,1900 SULLIVAN AVE,DALY CITY,CA,940152200
1184233785,HENDRICK MEDICAL CENTER BROWNWOOD,1501 BURNETT RD,BROWNWOOD,TX,768018520
1124637699,GEISINGER BLOOMSBURG HOSPITAL,549 FAIR ST,BLOOMSBURG,PA,178151419
1740899194,ASCENSION MICHIGAN EMPLOYER SOLUTIONS LLC,5555 CONNER ST STE 2818,DETROIT,MI,482133448
1447869854,MEMORIAL HOSPITAL AT GULFPORT,3882 BIENVILLE BLVD,OCEAN SPRINGS,MS,395645803
1215546635,MEMORIAL HOSPITAL AT GULFPORT,1720B MEDICAL PARK DR,BILOXI,MS,395322131
1629688429,GEISINGER BLOOMSBURG HOSPITAL,410 GLEN AVE,BLOOMSBURG,PA,178151200
1598375271,"ASPIRUS WAUSAU HOSPITAL, INC.",5409 VERN HOLMES DR,STEVENS POINT,WI,544828853
1376153023,MEMORIAL HOSPITAL AT GULFPORT,1206 31ST AVE,GULFPORT,MS,395011804
