code,name
L5795,"Addition, exoskeletal system, hip disarticulation, ultra-light material (titanium, carbon fiber or equal)"
L5810,"Addition, endoskeletal knee-shin system, single axis, manual lock"
L5811,"Addition, endoskeletal knee-shin system, single axis, manual lock, ultra-light material"
L5812,"Addition, endoskeletal knee-shin system, single axis, friction swing and stance phase control (safety knee)"
L5814,"Addition, endoskeletal knee-shin system, polycentric, hydraulic swing phase control, mechanical stance phase lock"
L5816,"Addition, endoskeletal knee-shin system, polycentric, mechanical stance phase lock"
L5818,"Addition, endoskeletal knee-shin system, polycentric, friction swing, and stance phase control"
L5822,"Addition, endoskeletal knee-shin system, single axis, pneumatic swing, friction stance phase control"
L5824,"Addition, endoskeletal knee-shin system, single axis, fluid swing phase control"
L5826,"Addition, endoskeletal knee-shin system, single axis, hydraulic swing phase control, with miniature high activity frame"
L5827,"Endoskeletal knee-shin system, single axis, electromechanical swing and stance phase control, with or without shock absorption and stance extension damping"
L5828,"Addition, endoskeletal knee-shin system, single axis, fluid swing and stance phase control"
L5830,"Addition, endoskeletal knee-shin system, single axis, pneumatic/ swing phase control"
L5840,"Addition, endoskeletal knee/shin system, 4-bar linkage or multiaxial, pneumatic swing phase control"
L5841,"Addition, endoskeletal knee-shin system, polycentric, pneumatic swing, and stance phase control"
L5845,"Addition, endoskeletal, knee-shin system, stance flexion feature, adjustable"
L5848,"Addition to endoskeletal knee-shin system, fluid stance extension, dampening feature, with or without adjustability"
L5850,"Addition, endoskeletal system, above knee or hip disarticulation, knee extension assist"
L5855,"Addition, endoskeletal system, hip disarticulation, mechanical hip extension assist"
L5856,"Addition to lower extremity prosthesis, endoskeletal knee-shin system, microprocessor control feature, swing and stance phase, includes electronic sensor(s), any type"
L5857,"Addition to lower extremity prosthesis, endoskeletal knee-shin system, microprocessor control feature, swing phase only, includes electronic sensor(s), any type"
L5858,"Addition to lower extremity prosthesis, endoskeletal knee shin system, microprocessor control feature, stance phase only, includes electronic sensor(s), any type"
L5859,"Addition to lower extremity prosthesis, endoskeletal knee-shin system, powered and programmable flexion/extension assist control, includes any type motor(s)"
L5910,"Addition, endoskeletal system, below knee, alignable system"
L5920,"Addition, endoskeletal system, above knee or hip disarticulation, alignable system"
L5925,"Addition, endoskeletal system, above knee, knee disarticulation or hip disarticulation, manual lock"
L5926,"Addition to lower extremity prosthesis, endoskeletal, knee disarticulation, above knee, hip disarticulation, positional rotation unit, any type"
L5930,"Addition, endoskeletal system, high activity knee control frame"
L5940,"Addition, endoskeletal system, below knee, ultra-light material (titanium, carbon fiber or equal)"
L5950,"Addition, endoskeletal system, above knee, ultra-light material (titanium, carbon fiber or equal)"
L5960,"Addition, endoskeletal system, hip disarticulation, ultra-light material (titanium, carbon fiber or equal)"
L5961,"Addition, endoskeletal system, polycentric hip joint, pneumatic or hydraulic control, rotation control, with or without flexion and/or extension control"
L5962,"Addition, endoskeletal system, below knee, flexible protective outer surface covering system"
L5964,"Addition, endoskeletal system, above knee, flexible protective outer surface covering system"
L5966,"Addition, endoskeletal system, hip disarticulation, flexible protective outer surface covering system"
L5968,"Addition to lower limb prosthesis, multiaxial ankle with swing phase active dorsiflexion feature"
L5969,"Addition, endoskeletal ankle-foot or ankle system, power assist, includes any type motor(s)"
L5970,"All lower extremity prostheses, foot, external keel, sach foot"
L5971,"All lower extremity prosthesis, solid ankle cushion heel (sach) foot, replacement only"
L5972,"All lower extremity prostheses, foot, flexible keel"
L5973,"Endoskeletal ankle foot system, microprocessor controlled feature, dorsiflexion and/or plantar flexion control, includes power source"
L5974,"All lower extremity prostheses, foot, single axis ankle/foot"
L5975,"All lower extremity prosthesis, combination single axis ankle and flexible keel foot"
L5976,"All lower extremity prostheses, energy storing foot (seattle carbon copy ii or equal)"
L5978,"All lower extremity prostheses, foot, multiaxial ankle/foot"
L5979,"All lower extremity prosthesis, multi-axial ankle, dynamic response foot, one piece system"
L5980,"All lower extremity prostheses, flex foot system"
L5981,"All lower extremity prostheses, flex-walk system or equal"
L5982,"All exoskeletal lower extremity prostheses, axial rotation unit"
L5984,"All endoskeletal lower extremity prosthesis, axial rotation unit, with or without adjustability"
L5985,"All endoskeletal lower extremity prostheses, dynamic prosthetic pylon"
L5986,"All lower extremity prostheses, multi-axial rotation unit ('mcp' or equal)"
L5987,"All lower extremity prosthesis, shank foot system with vertical loading pylon"
L5988,"Addition to lower limb prosthesis, vertical shock reducing pylon feature"
L5990,"Addition to lower extremity prosthesis, user adjustable heel height"
L5991,"Addition to lower extremity prostheses, osseointegrated external prosthetic connector"
L5999,"Lower extremity prosthesis, not otherwise specified"
L6000,"Partial hand, thumb remaining"
L6010,"Partial hand, little and/or ring finger remaining"
L6020,"Partial hand, no finger remaining"
L6025,"Transcarpal/metacarpal or partial hand disarticulation prosthesis, external power, self-suspended, inner socket with removable forearm section, electrodes and cables, two batteries, charger, myoelectric control of terminal deviceTerminated December 31, 2014."
L6026,"Transcarpal/metacarpal or partial hand disarticulation prosthesis, external power, self-suspended, inner socket with removable forearm section, electrodes and cables, two batteries, charger, myoelectric control of terminal device, excludes terminal device(s)"
L6028,"Partial hand, finger, and thumb prosthesis without prosthetic digit(s)/thumb, amputation at metacarpal level, including flexible or non-flexible interface, molded to patient model, including palm, for use without external power and/or passive prosthetic digit/thumb, not including inserts described by l6692"
L6029,"Upper extremity addition, test socket/interface, partial hand including fingers"
L6030,"Upper extremity addition, external frame, partial hand including fingers"
L6031,"Replacement socket/interface, partial hand including fingers, molded to patient model, for use with or without external power"
L6032,"Addition to upper extremity prosthesis, partial hand including fingers, ultralight material (titanium, carbon fiber or equal)"
L6033,"Addition to upper extremity prosthesis, partial hand including fingers, acrylic material"
L6034,"Partial hand, finger, and thumb prosthesis without prosthetic digit(s)/thumb, amputation at distal to metacarpal joint, including flexible or non-flexible interface, molded to patient model, for use without external power and/or passive prosthetic digit/thumb, not including inserts described by l6692"
L6035,"Single prosthetic digit, mechanical, can include metacarpophalangeal (mcp), proximal interphalangeal (pip), and/or distal interphalangeal (dip) joint(s), with or without locking mechanism, can include flexion or extension assist, any material, attachment, initial issue or replacement"
L6036,"Prosthetic thumb, mechanical, can include metacarpophalangeal (mcp), interphalangeal (ip) joint(s), with or without locking mechanism, can include flexion or extension assist, any material, attachment, initial issue or replacement"
L6037,"Immediate post-surgical or early fitting, application of initial rigid dressing, including fitting alignment and suspension of components, and one cast change, partial hand including fingers"
L6038,"Addition to single prosthetic digit or thumb, mechanical, attachment, multiaxial and/or internal/external rotation/abduction/adduction mechanism, with or without locking feature, any material"
L6039,"Passive prosthetic digit or thumb prosthesis not including hand restoration partial hand, full or partial, custom made, any material, initial or replacement, per single passive prosthetic digit or thumb"
L6050,"Wrist disarticulation, molded socket, flexible elbow hinges, triceps pad"
L6055,"Wrist disarticulation, molded socket with expandable interface, flexible elbow hinges, triceps pad"
L6100,"Below elbow, molded socket, flexible elbow hinge, triceps pad"
L6110,"Below elbow, molded socket, (muenster or northwestern suspension types)"
L6120,"Below elbow, molded double wall split socket, step-up hinges, half cuff"
L6130,"Below elbow, molded double wall split socket, stump activated locking hinge, half cuff"
L6200,"Elbow disarticulation, molded socket, outside locking hinge, forearm"
L6205,"Elbow disarticulation, molded socket with expandable interface, outside locking hinges, forearm"
L6250,"Above elbow, molded double wall socket, internal locking elbow, forearm"
L6300,"Shoulder disarticulation, molded socket, shoulder bulkhead, humeral section, internal locking elbow, forearm"
L6310,"Shoulder disarticulation, passive restoration (complete prosthesis)"
L6320,"Shoulder disarticulation, passive restoration (shoulder cap only)"
L6350,"Interscapular thoracic, molded socket, shoulder bulkhead, humeral section, internal locking elbow, forearm"
L6360,"Interscapular thoracic, passive restoration (complete prosthesis)"
L6370,"Interscapular thoracic, passive restoration (shoulder cap only)"
L6380,"Immediate post surgical or early fitting, application of initial rigid dressing, including fitting alignment and suspension of components, and one cast change, wrist disarticulation or below elbow"
L6382,"Immediate post surgical or early fitting, application of initial rigid dressing including fitting alignment and suspension of components, and one cast change, elbow disarticulation or above elbow"
L6384,"Immediate post surgical or early fitting, application of initial rigid dressing including fitting alignment and suspension of components, and one cast change, shoulder disarticulation or interscapular thoracic"
L6386,"Immediate post surgical or early fitting, each additional cast change and realignment"
L6388,"Immediate post surgical or early fitting, application of rigid dressing only"
L6400,"Below elbow, molded socket, endoskeletal system, including soft prosthetic tissue shaping"
L6450,"Elbow disarticulation, molded socket, endoskeletal system, including soft prosthetic tissue shaping"
L6500,"Above elbow, molded socket, endoskeletal system, including soft prosthetic tissue shaping"
L6550,"Shoulder disarticulation, molded socket, endoskeletal system, including soft prosthetic tissue shaping"
L6570,"Interscapular thoracic, molded socket, endoskeletal system, including soft prosthetic tissue shaping"
L6580,"Preparatory, wrist disarticulation or below elbow, single wall plastic socket, friction wrist, flexible elbow hinges, figure of eight harness, humeral cuff, bowden cable control, usmc or equal pylon, no cover, molded to patient model"
L6582,"Preparatory, wrist disarticulation or below elbow, single wall socket, friction wrist, flexible elbow hinges, figure of eight harness, humeral cuff, bowden cable control, usmc or equal pylon, no cover, direct formed"
L6584,"Preparatory, elbow disarticulation or above elbow, single wall plastic socket, friction wrist, locking elbow, figure of eight harness, fair lead cable control, usmc or equal pylon, no cover, molded to patient model"
L6586,"Preparatory, elbow disarticulation or above elbow, single wall socket, friction wrist, locking elbow, figure of eight harness, fair lead cable control, usmc or equal pylon, no cover, direct formed"
L6588,"Preparatory, shoulder disarticulation or interscapular thoracic, single wall plastic socket, shoulder joint, locking elbow, friction wrist, chest strap, fair lead cable control, usmc or equal pylon, no cover, molded to patient model"
L6590,"Preparatory, shoulder disarticulation or interscapular thoracic, single wall socket, shoulder joint, locking elbow, friction wrist, chest strap, fair lead cable control, usmc or equal pylon, no cover, direct formed"
L6600,"Upper extremity additions, polycentric hinge, pair"
L6605,"Upper extremity additions, single pivot hinge, pair"
L6610,"Upper extremity additions, flexible metal hinge, pair"
L6611,"Addition to upper extremity prosthesis, external powered, additional switch, any type"
L6615,"Upper extremity addition, disconnect locking wrist unit"
L6616,"Upper extremity addition, additional disconnect insert for locking wrist unit, each"
L6620,"Upper extremity addition, flexion/extension wrist unit, with or without friction"
L6621,"Upper extremity prosthesis addition, flexion/extension wrist with or without friction, for use with external powered terminal device"
L6623,"Upper extremity addition, spring assisted rotational wrist unit with latch release"
L6624,"Upper extremity addition, flexion/extension and rotation wrist unit"
L6625,"Upper extremity addition, rotation wrist unit with cable lock"
L6628,"Upper extremity addition, quick disconnect hook adapter, otto bock or equal"
L6629,"Upper extremity addition, quick disconnect lamination collar with coupling piece, otto bock or equal"
L6630,"Upper extremity addition, stainless steel, any wrist"
L6632,"Upper extremity addition, latex suspension sleeve, each"
L6635,"Upper extremity addition, lift assist for elbow"
L6637,"Upper extremity addition, nudge control elbow lock"
L6638,"Upper extremity addition to prosthesis, electric locking feature, only for use with manually powered elbow"
L6640,"Upper extremity additions, shoulder abduction joint, pair"
L6641,"Upper extremity addition, excursion amplifier, pulley type"
L6642,"Upper extremity addition, excursion amplifier, lever type"
L6645,"Upper extremity addition, shoulder flexion-abduction joint, each"
L6646,"Upper extremity addition, shoulder joint, multipositional locking, flexion, adjustable abduction friction control, for use with body powered or external powered system"
L6647,"Upper extremity addition, shoulder lock mechanism, body powered actuator"
L6648,"Upper extremity addition, shoulder lock mechanism, external powered actuator"
L6650,"Upper extremity addition, shoulder universal joint, each"
L6655,"Upper extremity addition, standard control cable, extra"
L6660,"Upper extremity addition, heavy duty control cable"
L6665,"Upper extremity addition, teflon, or equal, cable lining"
L6670,"Upper extremity addition, hook to hand, cable adapter"
L6672,"Upper extremity addition, harness, chest or shoulder, saddle type"
L6675,"Upper extremity addition, harness, (e.g., figure of eight type), single cable design"
L6676,"Upper extremity addition, harness, (e.g., figure of eight type), dual cable design"
L6677,"Upper extremity addition, harness, triple control, simultaneous operation of terminal device and elbow"
L6680,"Upper extremity addition, test socket, wrist disarticulation or below elbow"
L6682,"Upper extremity addition, test socket, elbow disarticulation or above elbow"
L6684,"Upper extremity addition, test socket, shoulder disarticulation or interscapular thoracic"
L6686,"Upper extremity addition, suction socket"
L6687,"Upper extremity addition, frame type socket, below elbow or wrist disarticulation"
L6688,"Upper extremity addition, frame type socket, above elbow or elbow disarticulation"
L6689,"Upper extremity addition, frame type socket, shoulder disarticulation"
L6690,"Upper extremity addition, frame type socket, interscapular-thoracic"
L6691,"Upper extremity addition, removable insert, each"
L6692,"Upper extremity addition, silicone gel insert or equal, with or without locking mechanism, each"
L6693,"Upper extremity addition, locking elbow, forearm counterbalance"
L6694,"Addition to upper extremity prosthesis, below elbow/above elbow, custom fabricated from existing mold or prefabricated, socket insert, silicone gel, elastomeric or equal, for use with locking mechanism"
L6695,"Addition to upper extremity prosthesis, below elbow/above elbow, custom fabricated from existing mold or prefabricated, socket insert, silicone gel, elastomeric or equal, not for use with locking mechanism"
L6696,"Addition to upper extremity prosthesis, below elbow/above elbow, custom fabricated socket insert for congenital or atypical traumatic amputee, silicone gel, elastomeric or equal, for use with or without locking mechanism, initial only (for other than initial, use code l6694 or l6695)"
L6697,"Addition to upper extremity prosthesis, below elbow/above elbow, custom fabricated socket insert for other than congenital or atypical traumatic amputee, silicone gel, elastomeric or equal, for use with or without locking mechanism, initial only (for other than initial, use code l6694 or l6695)"
L6698,"Addition to upper extremity prosthesis, lock mechanism, excludes socket insert"
L6700,"Upper extremity addition, external powered feature, myoelectronic control module, additional emg inputs, pattern-recognition decoding intent movement"
L6703,"Terminal device, passive hand/mitt, any material, any size"
L6704,"Terminal device, sport/recreational/work attachment, any material, any size"
L6706,"Terminal device, hook, mechanical, voluntary opening, any material, any size, lined or unlined"
L6707,"Terminal device, hook, mechanical, voluntary closing, any material, any size, lined or unlined"
L6708,"Terminal device, hand, mechanical, voluntary opening, any material, any size"
L6709,"Terminal device, hand, mechanical, voluntary closing, any material, any size"
L6711,"Terminal device, hook, mechanical, voluntary opening, any material, any size, lined or unlined, pediatric"
L6712,"Terminal device, hook, mechanical, voluntary closing, any material, any size, lined or unlined, pediatric"
L6713,"Terminal device, hand, mechanical, voluntary opening, any material, any size, pediatric"
L6714,"Terminal device, hand, mechanical, voluntary closing, any material, any size, pediatric"
L6715,"Terminal device, multiple articulating digit, includes motor(s), initial issue or replacement"
L6721,"Terminal device, hook or hand, heavy duty, mechanical, voluntary opening, any material, any size, lined or unlined"
L6722,"Terminal device, hook or hand, heavy duty, mechanical, voluntary closing, any material, any size, lined or unlined"
L6805,"Addition to terminal device, modifier wrist unit"
L6810,"Addition to terminal device, precision pinch device"
L6880,"Electric hand, switch or myoelectric controlled, independently articulating digits, any grasp pattern or combination of grasp patterns, includes motor(s)"
L6881,"Automatic grasp feature, addition to upper limb electric prosthetic terminal device"
L6882,"Microprocessor control feature, addition to upper limb prosthetic terminal device"
L6883,"Replacement socket, below elbow/wrist disarticulation, molded to patient model, for use with or without external power"
L6884,"Replacement socket, above elbow/elbow disarticulation, molded to patient model, for use with or without external power"
L6885,"Replacement socket, shoulder disarticulation/interscapular thoracic, molded to patient model, for use with or without external power"
L6890,"Addition to upper extremity prosthesis, glove for terminal device, any material, prefabricated, includes fitting and adjustment"
L6895,"Addition to upper extremity prosthesis, glove for terminal device, any material, custom fabricated"
L6900,"Hand restoration (casts, shading and measurements included), partial hand, with glove, thumb or one finger remaining"
L6905,"Hand restoration (casts, shading and measurements included), partial hand, with glove, multiple fingers remaining"
L6910,"Hand restoration (casts, shading and measurements included), partial hand, with glove, no fingers remaining"
L6915,"Hand restoration (shading, and measurements included), replacement glove for above"
L6920,"Wrist disarticulation, external power, self-suspended inner socket, removable forearm shell, otto bock or equal, switch, cables, two batteries and one charger, switch control of terminal device"
L6925,"Wrist disarticulation, external power, self-suspended inner socket, removable forearm shell, otto bock or equal electrodes, cables, two batteries and one charger, myoelectronic control of terminal device"
L6930,"Below elbow, external power, self-suspended inner socket, removable forearm shell, otto bock or equal switch, cables, two batteries and one charger, switch control of terminal device"
L6935,"Below elbow, external power, self-suspended inner socket, removable forearm shell, otto bock or equal electrodes, cables, two batteries and one charger, myoelectronic control of terminal device"
L6940,"Elbow disarticulation, external power, molded inner socket, removable humeral shell, outside locking hinges, forearm, otto bock or equal switch, cables, two batteries and one charger, switch control of terminal device"
L6945,"Elbow disarticulation, external power, molded inner socket, removable humeral shell, outside locking hinges, forearm, otto bock or equal electrodes, cables, two batteries and one charger, myoelectronic control of terminal device"
L6950,"Above elbow, external power, molded inner socket, removable humeral shell, internal locking elbow, forearm, otto bock or equal switch, cables, two batteries and one charger, switch control of terminal device"
L6955,"Above elbow, external power, molded inner socket, removable humeral shell, internal locking elbow, forearm, otto bock or equal electrodes, cables, two batteries and one charger, myoelectronic control of terminal device"
L6960,"Shoulder disarticulation, external power, molded inner socket, removable shoulder shell, shoulder bulkhead, humeral section, mechanical elbow, forearm, otto bock or equal switch, cables, two batteries and one charger, switch control of terminal device"
L6965,"Shoulder disarticulation, external power, molded inner socket, removable shoulder shell, shoulder bulkhead, humeral section, mechanical elbow, forearm, otto bock or equal electrodes, cables, two batteries and one charger, myoelectronic control of terminal device"
L6970,"Interscapular-thoracic, external power, molded inner socket, removable shoulder shell, shoulder bulkhead, humeral section, mechanical elbow, forearm, otto bock or equal switch, cables, two batteries and one charger, switch control of terminal device"
L6975,"Interscapular-thoracic, external power, molded inner socket, removable shoulder shell, shoulder bulkhead, humeral section, mechanical elbow, forearm, otto bock or equal electrodes, cables, two batteries and one charger, myoelectronic control of terminal device"
L7007,"Electric hand, switch or myoelectric controlled, adult"
L7008,"Electric hand, switch or myoelectric, controlled, pediatric"
L7009,"Electric hook, switch or myoelectric controlled, adult"
L7040,"Prehensile actuator, switch controlled"
L7045,"Electric hook, switch or myoelectric controlled, pediatric"
L7170,"Electronic elbow, hosmer or equal, switch controlled"
L7180,"Electronic elbow, microprocessor sequential control of elbow and terminal device"
L7181,"Electronic elbow, microprocessor simultaneous control of elbow and terminal device"
L7185,"Electronic elbow, adolescent, variety village or equal, switch controlled"
L7186,"Electronic elbow, child, variety village or equal, switch controlled"
L7190,"Electronic elbow, adolescent, variety village or equal, myoelectronically controlled"
L7191,"Electronic elbow, child, variety village or equal, myoelectronically controlled"
L7259,"Electronic wrist rotator, any type"
L7260,"Electronic wrist rotator, otto bock or equalTerminated December 31, 2014."
L7261,"Electronic wrist rotator, for utah armTerminated December 31, 2014."
L7360,"Six volt battery, each"
L7362,"Battery charger, six volt, each"
L7364,"Twelve volt battery, each"
L7366,"Battery charger, twelve volt, each"
L7367,"Lithium ion battery, rechargeable, replacement"
L7368,"Lithium ion battery charger, replacement only"
L7400,"Addition to upper extremity prosthesis, below elbow/wrist disarticulation, ultralight material (titanium, carbon fiber or equal)"
L7401,"Addition to upper extremity prosthesis, above elbow disarticulation, ultralight material (titanium, carbon fiber or equal)"
L7402,"Addition to upper extremity prosthesis, shoulder disarticulation/interscapular thoracic, ultralight material (titanium, carbon fiber or equal)"
L7403,"Addition to upper extremity prosthesis, below elbow/wrist disarticulation, acrylic material"
L7404,"Addition to upper extremity prosthesis, above elbow disarticulation, acrylic material"
L7405,"Addition to upper extremity prosthesis, shoulder disarticulation/interscapular thoracic, acrylic material"
L7406,"Addition to upper extremity prosthesis, user adjustable, mechanical, residual limb volume management system (with or without lamination kit)"
L7499,"Upper extremity prosthesis, not otherwise specified"
L7510,"Repair of prosthetic device, repair or replace minor parts"
L7520,"Repair prosthetic device, labor component, per 15 minutes"
L7600,"Prosthetic donning sleeve, any material, each"
L7700,"Gasket or seal, for use with prosthetic socket insert, any type, each"
L7900,Male vacuum erection system
L7902,"Tension ring, for vacuum erection device, any type, replacement only, each"
L8000,"Breast prosthesis, mastectomy bra, without integrated breast prosthesis form, any size, any type"
L8001,"Breast prosthesis, mastectomy bra, with integrated breast prosthesis form, unilateral, any size, any type"
L8002,"Breast prosthesis, mastectomy bra, with integrated breast prosthesis form, bilateral, any size, any type"
L8010,"Breast prosthesis, mastectomy sleeveTerminated March 31, 2025."
L8015,"External breast prosthesis garment, with mastectomy form, post mastectomy"
L8020,"Breast prosthesis, mastectomy form"
L8030,"Breast prosthesis, silicone or equal, without integral adhesive"
L8031,"Breast prosthesis, silicone or equal, with integral adhesive"
L8032,"Nipple prosthesis, prefabricated, reusable, any type, each"
L8033,"Nipple prosthesis, custom fabricated, reusable, any material, any type, each"
L8035,"Custom breast prosthesis, post mastectomy, molded to patient model"
L8039,"Breast prosthesis, not otherwise specified"
L8040,"Nasal prosthesis, provided by a non-physician"
L8041,"Midfacial prosthesis, provided by a non-physician"
L8042,"Orbital prosthesis, provided by a non-physician"
L8043,"Upper facial prosthesis, provided by a non-physician"
L8044,"Hemi-facial prosthesis, provided by a non-physician"
L8045,"Auricular prosthesis, provided by a non-physician"
L8046,"Partial facial prosthesis, provided by a non-physician"
L8047,"Nasal septal prosthesis, provided by a non-physician"
L8048,"Unspecified maxillofacial prosthesis, by report, provided by a non-physician"
L8049,"Repair or modification of maxillofacial prosthesis, labor component, 15 minute increments, provided by a non-physician"
L8300,"Truss, single with standard pad"
L8310,"Truss, double with standard pads"
L8320,"Truss, addition to standard pad, water pad"
L8330,"Truss, addition to standard pad, scrotal pad"
L8400,"Prosthetic sheath, below knee, each"
L8410,"Prosthetic sheath, above knee, each"
L8415,"Prosthetic sheath, upper limb, each"
L8417,"Prosthetic sheath/sock, including a gel cushion layer, below knee or above knee, each"
L8420,"Prosthetic sock, multiple ply, below knee, each"
L8430,"Prosthetic sock, multiple ply, above knee, each"
L8435,"Prosthetic sock, multiple ply, upper limb, each"
L8440,"Prosthetic shrinker, below knee, each"
L8460,"Prosthetic shrinker, above knee, each"
L8465,"Prosthetic shrinker, upper limb, each"
L8470,"Prosthetic sock, single ply, fitting, below knee, each"
L8480,"Prosthetic sock, single ply, fitting, above knee, each"
L8485,"Prosthetic sock, single ply, fitting, upper limb, each"
L8499,Unlisted procedure for miscellaneous prosthetic services
L8500,"Artificial larynx, any type"
L8501,Tracheostomy speaking valve
L8505,"Artificial larynx replacement battery / accessory, any type"
L8507,"Tracheo-esophageal voice prosthesis, patient inserted, any type, each"
L8509,"Tracheo-esophageal voice prosthesis, inserted by a licensed health care provider, any type"
L8510,Voice amplifier
L8511,"Insert for indwelling tracheoesophageal prosthesis, with or without valve, replacement only, each"
L8512,"Gelatin capsules or equivalent, for use with tracheoesophageal voice prosthesis, replacement only, per 10"
L8513,"Cleaning device used with tracheoesophageal voice prosthesis, pipet, brush, or equal, replacement only, each"
L8514,"Tracheoesophageal puncture dilator, replacement only, each"
L8515,"Gelatin capsule, application device for use with tracheoesophageal voice prosthesis, each"
L8600,"Implantable breast prosthesis, silicone or equal"
L8603,"Injectable bulking agent, collagen implant, urinary tract, 2.5 ml syringe, includes shipping and necessary supplies"
L8604,"Injectable bulking agent, dextranomer/hyaluronic acid copolymer implant, urinary tract, 1 ml, includes shipping and necessary supplies"
L8605,"Injectable bulking agent, dextranomer/hyaluronic acid copolymer implant, anal canal, 1 ml, includes shipping and necessary supplies"
L8606,"Injectable bulking agent, synthetic implant, urinary tract, 1 ml syringe, includes shipping and necessary supplies"
L8607,"Injectable bulking agent for vocal cord medialization, 0.1 ml, includes shipping and necessary supplies"
L8608,"Miscellaneous external component, supply or accessory for use with the argus ii retinal prosthesis system"
L8609,Artificial cornea
L8610,Ocular implant
L8612,Aqueous shunt
L8613,Ossicula implant
L8614,"Cochlear device, includes all internal and external components"
L8615,"Headset/headpiece for use with cochlear implant device, replacement"
L8616,"Microphone for use with cochlear implant device, replacement"
L8617,"Transmitting coil for use with cochlear implant device, replacement"
L8618,"Transmitter cable for use with cochlear implant device or auditory osseointegrated device, replacement"
L8619,"Cochlear implant, external speech processor and controller, integrated system, replacement"
L8621,"Zinc air battery for use with cochlear implant device and auditory osseointegrated sound processors, replacement, each"
L8622,"Alkaline battery for use with cochlear implant device, any size, replacement, each"
L8623,"Lithium ion battery for use with cochlear implant device speech processor, other than ear level, replacement, each"
L8624,"Lithium ion battery for use with cochlear implant or auditory osseointegrated device speech processor, ear level, replacement, each"
L8625,"External recharging system for battery for use with cochlear implant or auditory osseointegrated device, replacement only, each"
L8627,"Cochlear implant, external speech processor, component, replacement"
L8628,"Cochlear implant, external controller component, replacement"
L8629,"Transmitting coil and cable, integrated, for use with cochlear implant device, replacement"
L8630,Metacarpophalangeal joint implant
L8631,"Metacarpal phalangeal joint replacement, two or more pieces, metal (e.g., stainless steel or cobalt chrome), ceramic-like material (e.g., pyrocarbon), for surgical implantation (all sizes, includes entire system)"
L8641,Metatarsal joint implant
L8642,Hallux implant
L8658,"Interphalangeal joint spacer, silicone or equal, each"
L8659,"Interphalangeal finger joint replacement, 2 or more pieces, metal (e.g., stainless steel or cobalt chrome), ceramic-like material (e.g., pyrocarbon) for surgical implantation, any size"
L8670,"Vascular graft material, synthetic, implant"
L8678,"Electrical stimulator supplies (external) for use with implantable neurostimulator, per month"
L8679,"Implantable neurostimulator, pulse generator, any type"
L8680,"Implantable neurostimulator electrode, each"
L8681,"Patient programmer (external) for use with implantable programmable neurostimulator pulse generator, replacement only"
L8682,Implantable neurostimulator radiofrequency receiver
L8683,Radiofrequency transmitter (external) for use with implantable neurostimulator radiofrequency receiver
L8684,"Radiofrequency transmitter (external) for use with implantable sacral root neurostimulator receiver for bowel and bladder management, replacement"
L8685,"Implantable neurostimulator pulse generator, single array, rechargeable, includes extension"
L8686,"Implantable neurostimulator pulse generator, single array, non-rechargeable, includes extension"
L8687,"Implantable neurostimulator pulse generator, dual array, rechargeable, includes extension"
L8688,"Implantable neurostimulator pulse generator, dual array, non-rechargeable, includes extension"
L8689,"External recharging system for battery (internal) for use with implantable neurostimulator, replacement only"
L8690,"Auditory osseointegrated device, includes all internal and external components"
L8691,"Auditory osseointegrated device, external sound processor, excludes transducer/actuator, replacement only, each"
L8692,"Auditory osseointegrated device, external sound processor, used without osseointegration, body worn, includes headband or other means of external attachment"
L8693,"Auditory osseointegrated device abutment, any length, replacement only"
L8694,"Auditory osseointegrated device, transducer/actuator, replacement only, each"
L8695,"External recharging system for battery (external) for use with implantable neurostimulator, replacement only"
L8696,"Antenna (external) for use with implantable diaphragmatic/phrenic nerve stimulation device, replacement, each"
L8698,"Miscellaneous component, supply or accessory for use with total artificial heart system"
L8699,"Prosthetic implant, not otherwise specified"
L8701,"Powered upper extremity range of motion assist device, elbow, wrist, hand with single or double upright(s), includes microprocessor, sensors, all components and accessories, custom fabricated"
L8702,"Powered upper extremity range of motion assist device, elbow, wrist, hand, finger, single or double upright(s), includes microprocessor, sensors, all components and accessories, custom fabricated"
L8720,"External lower extremity sensory prosthetic device, cutaneous stimulation of mechanoreceptors proximal to the ankle, per leg"
L8721,"Receptor sole for use with l8720, replacement, each"
L9900,"Orthotic and prosthetic supply, accessory, and/or service component of another hcpcs ""l"" code"
M0001,Advancing cancer care mips value pathways
M0002,Optimal care for kidney health mips value pathways
M0003,"Optimal care for patients with episodic neurological conditions mips value pathwaysTerminated December 31, 2024."
M0004,Quality care for patients with neurological conditions mips value pathway
M0005,Value in primary care mips value pathway
M0010,Enhancing oncology model (eom) monthly enhanced oncology services (meos) payment for eom enhanced services
M0064,"Brief office visit for the sole purpose of monitoring or changing drug prescriptions used in the treatment of mental psychoneurotic and personality disordersTerminated December 31, 2014."
M0075,Cellular therapy
M0076,Prolotherapy
M0100,Intragastric hypothermia using gastric freezing
M0201,"Administration of pneumococcal, influenza, hepatitis b, and/or covid-19 vaccine inside a patient's home; reported only once per individual home per date of service when such vaccine administration(s) are performed at the patient's home"
