Make,Model,baseModel,Year
Chevrolet,Blazer AWD,Blazer,2019
BMW,X7 xDrive40i,X7,2019
BMW,Alpina B7,7 Series,2020
Mercedes-Benz,S500 4matic,S-Class,2021
Bentley,Bentayga,Bentayga,2021
Ford,F-150 Lightning 4WD,F-150 Lightning,2022
Jaguar,F-Pace,F-Pace,2022
Nissan,Altima AWD,Altima,2022
Audi,S4,S4,2013
Dodge,Stratus,Stratus,2013
Chevrolet,Colorado Crew Cab 2WD,Colorado,2013
Hyundai,Accent,Accent,2013
Mercedes-Benz,S500 4matic,S-Class,2013
Oldsmobile,Cutlass Cruiser,Cutlass Cruiser,2013
Ford,Fusion FWD,Fusion,2013
Mercedes-Benz,GLK350,GLK-Class,2013
Jaguar,XK,XK,2014
Nissan,Armada 4WD,Armada,2014
Oldsmobile,Cutlass Cruiser,Cutlass Cruiser,2013
Mitsubishi,Truck 4WD,Truck,2013
Isuzu,Amigo 4WD,Amigo,2013
Chevrolet,K10 Pickup 4WD,K10 Pickup,2013
Dodge,Daytona,Daytona,2013
Saab,900 Convertible,900,2013
Eagle,Summit Wagon,Summit,2013
Nissan,200SX,200SX,2013
Infiniti,FX35 2WD,FX35,2013
Suzuki,Vitara 2 Door,Vitara,2013
Volvo,S60 FWD,S60,2013
Kia,Amanti,Amanti,2013
Porsche,Cayenne Turbo,Cayenne,2013
Porsche,Carrera 4 Cabriolet,Carrera 4 Cabriolet,2013
Scion,tC,tC,2013
Pontiac,G6,G6,2013
Buick,Skyhawk Wagon,Skyhawk,2013
GMC,Savana 1500/2500 2WD (cargo),Savana Cargo,2013
Pontiac,6000 Wagon,6000,2013
Jaguar,XK,XK,2013
Subaru,Outback Wagon AWD,Legacy/Outback,2013
Porsche,Cayman,Cayman,2013
Mazda,3,3,2013
Chevrolet,C20 Pickup 2WD,C20 Pickup,2013
Jeep,Commander 2WD,Commander,2013
Volvo,XC90 AWD,XC90,2013
Lexus,SC 430,SC,2013
Jeep,J-10 Pickup Truck,J-10 Pickup,2013
Dodge,Power Ram 50 Pickup 4WD,Power Ram 50 Pickup,2013
GMC,Vandura G15/25 2WD,Vandura,2013
Ford,Bronco 4WD,Bronco,2013
Mazda,Millenia,Millenia,2013
GMC,Sierra 1500 4WD,Sierra,2013
Isuzu,Trooper,Trooper,2013
Honda,Del Sol,Del Sol,2013
Buick,Roadmaster Wagon,Roadmaster,2013
Geo,Tracker Convertible 2WD,Tracker,2013
Nissan,Xterra V6 2WD,Xterra,2013
BMW,325i Sport Wagon,3 Series,2013
Nissan,Pathfinder 2WD,Pathfinder,2013
Buick,Enclave AWD,Enclave,2016
Jaguar,XF AWD,XF,2016
Toyota,Sequoia 4WD FFV,Sequoia,2016
Tesla,Model X AWD - 100D,Model X,2018
Audi,A7 quattro,A7,2019
Mercedes-Benz,SL400,SL-Class,2015
Nissan,Xterra V6 2WD,Xterra,2013
BMW,328is,3 Series,2013
Acura,3.5RL,RL,2013
Ford,Escort ZX2,Escort,2013
Dodge,Stratus 4 Door,Stratus,2013
Saab,9-3,9-3,2013
Subaru,Impreza Wagon AWD,Impreza/Outback Sport,2013
GMC,S15 Pickup 2WD,S15 Pickup,2013
Audi,Coupe GT,Coupe GT,2013
Porsche,Cayman,Cayman,2013
Toyota,Highlander 4WD,Highlander,2013
Lotus,Evora,Evora,2013
Dodge,Avenger,Avenger,2013
Toyota,Tacoma 4WD,Tacoma,2013
Cadillac,ATS,ATS,2013
BMW,750i,7 Series,2013
BMW,X5 xDrive35d,X5,2014
Ram,1500 4WD,1500,2014
BMW,M6 Coupe,M,2015
Dodge,D100/D150 Pickup 2WD,D100/D150 Pickup,2013
Kia,Forte 5,Forte,2016
Jaguar,F-Pace,F-Pace,2016
Ford,F150 4WD BASE PAYLOAD LT TIRE,F150,2016
Mercedes-Benz,C300 4matic Convertible,C-Class,2019
Lexus,LC 500 Convertible,LC,2020
Volkswagen,Jetta GLI,Jetta,2020
Hyundai,Santa Fe Hybrid Blue,Santa Fe,2021
Chevrolet,Camaro,Camaro,2021
Maserati,Levante Modena,Levante,2021
Fiat,500X AWD,500,2021
Volkswagen,Arteon 4motion,Arteon,2022
Lexus,IS 500,IS,2022
Pontiac,Firebird/Formula,Firebird/Trans Am/Formula,2013
Isuzu,Trooper,Trooper,2013
Hyundai,Accent,Accent,2013
Toyota,T100 2WD,Truck/T100,2013
GMC,Jimmy 2WD,Jimmy,2013
Toyota,Paseo,Paseo,2013
Dodge,Dakota Pickup 4WD,Dakota Pickup,2013
Chevrolet,Venture FWD,Venture,2013
Chevrolet,Astro 2WD (cargo),Astro Cargo,2013
Toyota,Prius,Prius,2013
GMC,Jimmy 2WD,Jimmy,2013
BMW,325i,3 Series,2013
Chevrolet,Express 1500/2500 2WD,Express Passenger,2013
GMC,Safari AWD (Passenger),Safari Passenger,2013
Suzuki,Forenza Wagon,Forenza,2013
Kia,Sedona,Sedona,2013
GMC,Yukon XL 1500 AWD,Yukon,2013
Cadillac,XLR,XLR,2013
Audi,A3 quattro,A3,2017
Honda,Civic 2Dr,Civic,2018
Audi,S5 Sportback,S5,2020
BMW,M4 Coupe,M,2021
Ford,F150 RAPTOR 37 4WD,F150,2021
BMW,X3 sDrive30i,X3,2022
Mazda,3 5-Door 2WD,3,2022
Mitsubishi,Montero Sport 4WD,Montero Sport,2013
Infiniti,G35,G35,2013
Chrysler,Town and Country/Voyager/Grand Voy. AWD,Town and Country/Voyager/Grand Voyager,2013
Chevrolet,Suburban 1500 4WD,Suburban,2013
Ford,Focus Station Wagon,Focus,2013
Saturn,Ion,Ion,2013
Toyota,Tacoma 2WD,Tacoma,2013
Kia,Sportage 2WD,Sportage,2013
Chrysler,PT Cruiser Convertible,PT Cruiser,2013
Nissan,350z,350z,2013
Volvo,XC70 AWD,XC70,2013
BMW,335ci xDrive,3 Series,2013
Toyota,Corolla,Corolla,2013
Ford,Taurus SHO,Taurus,2013
Acura,Integra,Integra,2013
Land Rover,Range Rover,Range Rover,2013
Nissan,Altima,Altima,2013
Jeep,Scrambler,Scrambler,2013
Cadillac,Escalade Ext AWD,Escalade,2013
Honda,Accord,Accord,2013
Pontiac,Firefly,Firefly,2013
Chevrolet,Colorado Crew Cab 2WD,Colorado,2013
Cadillac,CTS Wagon AWD,CTS,2013
BMW,X5 xDrive50i,X5,2013
Mercedes-Benz,E350,E-Class,2013
Ferrari,California,California,2013
GMC,Yukon C1500 2WD,Yukon,2014
Ford,Fiesta SFE FWD,Fiesta,2014
Maserati,Ghibli V6 SQ4,Ghibli,2015
Porsche,Boxster GTS,Boxster,2015
Mercury,Grand Marquis,Grand Marquis,2013
Hyundai,Tiburon,Tiburon,2013
Chevrolet,Suburban 1500 2WD,Suburban,2013
Lincoln,LS,LS,2013
Chevrolet,Uplander FWD,Uplander,2013
Honda,Civic,Civic,2013
Lexus,GS 350 AWD,GS,2013
Jeep,Patriot 2WD,Patriot,2013
Ford,Focus FWD,Focus,2013
Ford,LTD,LTD,2013
GMC,Sierra 1500 2WD,Sierra,2013
Mazda,B2300/B3000/B4000 Pickup 2WD,B Pickup,2013
Honda,Accord,Accord,2013
Honda,Del Sol,Del Sol,2013
Acura,2.3CL/3.0CL,CL,2013
Infiniti,Q45,Q45,2013
Infiniti,G20,G20,2013
Suzuki,Vitara 2Door 2WD,Vitara,2013
Ferrari,360 Modena/Spider,360 Modena/Spider,2013
Mitsubishi,Eclipse,Eclipse,2013
Ferrari,F12 tdf,F12 tdf,2016
Kia,Optima Hybrid,Optima,2016
Nissan,Van (passenger),Van,2013
Lincoln,Continental  AWD,Continental,2017
Infiniti,QX80 2WD,QX80,2017
Chevrolet,Cruze,Cruze,2018
Hyundai,Elantra GT,Elantra,2019
Lexus,NX 300 AWD F Sport,NX,2020
Land Rover,Defender 110,Defender,2021
Toyota,Venza AWD,Venza,2021
BMW,7 Series,7 Series,2013
BMW,X4 xDrive30i,X4,2022
Ford,Escape AWD,Escape,2024
Mitsubishi,Space Wagon,Space Wagon,2013
Chevrolet,C20 Pickup 2WD,C20 Pickup,2013
Ford,F250 Pickup 2WD,F250,2013
GMC,K2500 Sierra 4WD,K2500 Sierra,2013
Audi,100 quattro,100,2013
Dodge,B150/B250 Wagon 2WD,B150/B250 Wagon,2013
GMC,Yukon 1500 4WD,Yukon,2013
Suzuki,Samurai Soft-top 4WD,Samurai,2013
MINI,Clubman,Clubman,2013
Nissan,200SX,200SX,2013
Mazda,CX-9 4WD,CX-9,2013
Suzuki,SX4,SX4,2013
Chevrolet,Sonic 5,Sonic,2013
MINI,John Cooper Works Roadster,Roadster,2013
Toyota,Camry,Camry,2014
Lexus,GS 350 AWD,GS,2014
Chrysler,200 AWD,200,2015
Chrysler,Town and Country/Voyager/Grand Voy. 2WD,Town and Country/Voyager/Grand Voyager,2013
Mitsubishi,Eclipse,Eclipse,2013
BMW,330xi,3 Series,2013
Jaguar,X-Type Sport Brake,X-Type,2013
Lexus,GS 300 4WD,GS,2013
GMC,Envoy XL 4WD,Envoy,2013
BMW,Z4 3.0si Coupe,Z4,2013
Toyota,FJ Cruiser 2WD,FJ Cruiser,2013
BMW,528xi,5 Series,2013
BMW,535i,5 Series,2013
Dodge,D100/D150 Pickup 2WD,D100/D150 Pickup,2013
Infiniti,FX35 RWD,FX35,2013
Mitsubishi,Eclipse,Eclipse,2013
Jeep,Grand Cherokee 2WD,Grand Cherokee,2013
Renault,Fuego,Fuego,2013
Ford,Escort Wagon,Escort,2013
Mitsubishi,Eclipse,Eclipse,2013
Geo,Tracker Convertible 4WD,Tracker,2013
Dodge,B1500 Wagon 2WD,B1500 Wagon,2013
Nissan,Xterra V6 2WD,Xterra,2013
Mercedes-Benz,C320 (Wagon),C-Class,2013
Toyota,Truck 2WD,Truck/T100,2013
Jeep,Commander 4WD,Commander,2013
Chevrolet,G10/20 Sport Van 2WD,G10/20 Van,2013
Mercury,Grand Marquis,Grand Marquis,2013
Chevrolet,El Camino Pickup 2WD,El Camino Pickup,2013
Chevrolet,Suburban C10 2WD,Suburban,2013
BMW,M850i xDrive Gran Coupe,8 Series,2023
Cadillac,XT5 AWD,XT5,2023
GMC,S15 Pickup 4WD,S15 Pickup,2013
GMC,G15/25 Vandura 2WD,Vandura,2013
Toyota,Tercel,Tercel,2013
Dodge,D250 Pickup 2WD,D250 Pickup,2013
Dodge,B150/B250 Van 2WD,B150/B250 Van,2013
Evans Automobiles,Series 1,Series 1,2013
Dodge,B150/B250 Wagon 2WD,B150/B250 Wagon,2013
Volkswagen,Passat,Passat,2013
Volvo,XC90 FWD,XC90,2013
MINI,Cooper Convertible,Cooper,2013
Dodge,Charger,Charger,2013
MINI,John Cooper Works Roadster,Roadster,2014
Toyota,Tundra 2WD FFV,Tundra,2015
Ferrari,F60 America,F60 America,2016
Toyota,Cressida,Cressida,2013
Saturn,Ion,Ion,2013
Dodge,Lancer,Lancer,2013
Ford,Ranger Pickup 2WD,Ranger,2013
Mercedes-Benz,E350 4matic,E-Class,2013
Chevrolet,Colorado Crew Cab 2WD,Colorado,2013
Dodge,Caliber,Caliber,2013
GMC,C15 Pickup 2WD,Pickup,2013
Volvo,240 DL/GL/Turbo,240,2013
Ford,Expedition 2WD,Expedition,2023
Chevrolet,S10 Pickup 2WD,S10 Pickup,2013
Toyota,Truck 2WD,Truck/T100,2013
Ford,F150 Pickup 4WD,F150,2013
GMC,C15 Pickup 2WD,Pickup,2013
Ford,Bronco II 4WD,Bronco II,2013
Chrysler,New Yorker/LHS,New Yorker/LHS,2013
Honda,Civic Del Sol,Del Sol,2013
Geo,Metro,Metro,2013
Chevrolet,S10 Pickup 4WD,S10 Pickup,2013
Toyota,Camry,Camry,2013
BMW,328i Convertible,3 Series,2013
Saab,900S,900,2013
Toyota,Tundra 4WD,Tundra,2016
BMW,230i Coupe,2 Series,2017
Fiat,500 X,500 X,2017
Jeep,Cherokee 2WD,Cherokee,2013
Hyundai,Kona AWD,Kona,2019
Audi,A3 quattro,A3,2019
Genesis,G80 AWD,G80,2020
Audi,A4 allroad quattro,A4,2020
Dodge,Durango AWD,Durango,2020
Cadillac,CT4 V,CT4,2022
BMW,X3 xDrive30i,X3,2022
Chevrolet,C10 Pickup 2WD,C10 Pickup,2013
GMC,T15 (S15) Jimmy 4WD,Jimmy,2013
Mitsubishi,Outlander 4WD,Outlander,2013
Volkswagen,Jetta SportWagen,Jetta,2013
Kia,Sportage 2WD,Sportage,2013
Mazda,Speed 3,Speed 3,2013
GMC,Sierra K15 4WD,Sierra,2013
GMC,Sierra Mud Terrain Tires 4WD,Sierra,2023
Toyota,Camry,Camry,2023
Volkswagen,Tiguan S,Tiguan,2023
Volvo,S70 AWD,S70,2013
GMC,Caballero Pickup 2WD,Caballero Pickup,2013
GMC,Yukon 1500 4WD,Yukon,2013
Hyundai,Accent/Brio,Accent/Brio,2013
Pontiac,Vibe,Vibe,2013
BMW,i3,i3,2020
GMC,Acadia FWD,Acadia,2021
Volvo,740/760,740/760,2013
Chrysler,Sebring,Sebring,2013
Hyundai,Sonata Hybrid SE,Sonata,2018
GMC,S15 Cab Chassis 2WD,S15 Cab Chassis,2013
Subaru,Impreza Sport 5-Door,Impreza,2019
Nissan,Sentra Coupe,Sentra,2013
MINI,Cooper Hardtop 2 door,Cooper,2020
Jeep,Wrangler 2dr 4WD,Wrangler,2020
Land Rover,Range Rover Velar,Range Rover,2020
Sterling,825,825,2013
MINI,Cooper Hardtop 2 door,Cooper,2021
Honda,Civic 5Dr,Civic,2021
Mercedes-Benz,AMG GT 43 4matic Plus,AMG GT,2021
Land Rover,Defender 90,Defender,2022
BMW,i4 eDrive40 Gran Coupe (18 inch wheels),i4,2022
Porsche,Panamera 4S Executive,Panamera,2022
Porsche,911 GT3,911,2022
Porsche,Panamera Turbo S e-Hybrid,Panamera,2022
Cadillac,Fleetwood,Fleetwood,2013
Ford,E150 Club Wagon 2WD,E150 Club Wagon,2013
Chevrolet,Silverado K15 4WD,Silverado,2013
Cadillac,Funeral Coach / Hearse,Funeral Coach/Hearse,2013
MINI,Cooper S Countryman All4,Countryman,2013
BMW,550i Gran Turismo,5 Series,2013
Chevrolet,Sonic,Sonic,2013
Plymouth,Sundance,Sundance,2013
Ford,E350 Van FFV,E350 Van,2013
Ford,Expedition 2WD FFV,Expedition,2013
Lexus,CT 200h,CT,2013
Volkswagen,Beetle Convertible,Beetle,2013
Oldsmobile,Cutlass Supreme,Cutlass Supreme,2013
Volkswagen,New Beetle Convertible,Beetle,2013
Saturn,Ion,Ion,2013
Mitsubishi,Endeavor 2WD,Endeavor,2013
Porsche,Cayman S,Cayman,2013
Infiniti,FX35 RWD,FX35,2013
Toyota,Camry,Camry,2013
Buick,LeSabre,LeSabre,2013
Mitsubishi,Truck 2WD,Truck,2013
Chevrolet,Blazer 1500 4WD,Blazer,2013
Oldsmobile,Achieva,Achieva,2013
Isuzu,Rodeo 4WD,Rodeo,2013
BMW,530i,5 Series,2013
GMC,Sierra 1500 4WD,Sierra,2013
Mercury,Tracer,Tracer,2013
Mazda,B2300/B3000/B4000 Pickup 4WD,B Pickup,2013
Chevrolet,Astro AWD (cargo),Astro Cargo,2013
Eagle,Talon,Talon,2013
Subaru,Legacy Wagon AWD,Legacy/Outback,2013
Dodge,Dakota Pickup 2WD,Dakota Pickup,2013
Volkswagen,Passat,Passat,2013
Ford,E250 Econoline 2WD,E250 Econoline,2013
Suzuki,Vitara 4Door 4WD,Vitara,2013
Porsche,911 Carrera,911,2013
Mercury,Mystique,Mystique,2013
Ford,Explorer 4WD,Explorer,2013
GMC,K15 Jimmy 4WD,Jimmy,2013
Toyota,RAV4 4WD,RAV4,2013
Nissan,Hardbody 2WD,Hardbody,2013
Chevrolet,K2500 Pickup 4WD,K2500 Pickup,2013
Nissan,Pathfinder 4WD,Pathfinder,2013
Nissan,Sentra,Sentra,2013
Dodge,Ram 50 Pickup 2WD,Ram 50 Pickup,2013
GMC,G35 Vandura 2WD,Vandura,2013
Chevrolet,S10 Blazer 2WD,Blazer,2013
Volvo,960 Wagon,960,2013
Acura,RDX AWD,RDX,2016
Lexus,ES 330,ES,2013
Mercedes-Benz,R350 4matic,R-Class,2013
Maybach,62S,62,2013
Mercedes-Benz,S400 Hybrid,S-Class,2013
Audi,S6,S6,2015
Volvo,V90CC B6 AWD,V90,2023
Jeep,Wrangler 4dr 4WD,Wrangler,2023
BMW,X3 M40i,X3,2023
Mazda,RX-7,RX-7,2013
Subaru,XT 4WD,XT,2013
Ford,Escort Wagon,Escort,2013
Chevrolet,Astro 2WD (passenger),Astro Passenger,2013
Volvo,780,780,2013
Mercedes-Benz,200E,200,2013
Chevrolet,K2500 Pickup 4WD,K2500 Pickup,2013
Mazda,B4000 2WD,B Pickup,2013
Nissan,350z Roadster,350z,2013
Saab,9-3 Sport Sedan,9-3,2013
Ford,F250 Pickup 2WD,F250,2013
Chevrolet,Cavalier Convertible,Cavalier,2013
Mitsubishi,Expo.LRV,Expo,2013
Saab,9-5,9-5,2013
Pontiac,Grand Prix,Grand Prix,2013
Subaru,Legacy Wagon AWD,Legacy/Outback,2013
Mitsubishi,Eclipse Spyder,Eclipse,2013
MINI,John Cooper Works Hardtop 2 door,John Cooper Works,2021
Chevrolet,K2500 Pickup 4WD,K2500 Pickup,2013
Maserati,222E,222E,2013
Chevrolet,Avalanche 1500 4WD,Avalanche,2013
Porsche,Cayenne S Hybrid,Cayenne,2013
Chevrolet,Colorado 4WD,Colorado,2018
Dodge,Challenger SRT,Challenger,2019
Ferrari,Portofino M,Portofino,2020
GMC,Yukon 2WD,Yukon,2021
Ferrari,360 Modena/Spider,360 Modena/Spider,2013
Honda,Civic,Civic,2013
Oldsmobile,Bravada 2WD,Bravada,2013
Suzuki,Grand Vitara 4WD,Grand Vitara,2013
Dodge,Ram 1500 Pickup 4WD,Ram 1500 Pickup,2013
Ford,Focus,Focus,2013
Ford,Ranger Pickup 2WD,Ranger,2013
Jeep,Commander 2WD,Commander,2013
Nissan,Altima Hybrid,Altima,2013
Subaru,Legacy AWD,Legacy/Outback,2013
Mitsubishi,Raider Pickup 4WD,Raider Pickup,2013
BMW,535i xDrive,5 Series,2013
Dodge,Daytona,Daytona,2013
Mitsubishi,Montero 4WD,Montero,2013
Toyota,Corolla,Corolla,2013
Toyota,Tercel,Tercel,2013
Chevrolet,Chevette,Chevette,2013
Buick,Century Wagon,Century Wagon,2013
Ford,Laser,Laser,2013
Dodge,Aries,Aries,2013
Rolls-Royce,Park Ward,Park Ward,2013
Mercedes-Benz,S320,S-Class,2013
Chevrolet,C1500 Pickup 2WD,C1500 Pickup,2013
Ford,Mustang,Mustang,2013
Honda,Accord,Accord,2013
Jeep,Liberty 4WD,Liberty,2013
BMW,M850i xDrive Coupe,8 Series,2023
Volvo,XC60 AWD,XC60,2016
Volvo,V90 CC AWD,V90,2017
Cadillac,CTS AWD,CTS,2017
Buick,Regal TourX AWD,Regal,2017
BMW,740e xDrive,7 Series,2018
Isuzu,Trooper,Trooper,2013
Ferrari,812 Superfast,812 Superfast,2020
GMC,Sierra Cab Chassis 4WD,Sierra,2020
Volvo,XC90 T8 AWD Recharge ext. Range,XC90,2022
Dodge,Rampage Pickup 2WD,Rampage Pickup,2013
Mazda,B2600 4x4,B Pickup,2013
Subaru,Impreza,Impreza/Outback Sport,2013
Jaguar,XJS Convertible,XJS,2013
Lexus,LX 570,LX,2013
Hyundai,Santa Fe 2WD,Santa Fe,2013
Jaguar,XJ,XJ,2013
Mazda,3,3,2013
Ford,F150 Pickup 4WD FFV,F150,2013
Mercedes-Benz,C300 4matic,C-Class,2013
Ford,Taurus AWD,Taurus,2013
Subaru,Forester AWD,Forester,2013
Ram,1500 2WD,1500,2013
Infiniti,G37x,G37,2013
Mazda,3 4-Door,3,2013
Dodge,Lancer,Lancer,2013
Mercedes-Benz,S550,S-Class,2015
Nissan,Murano 2WD,Murano,2013
Mitsubishi,Eclipse,Eclipse,2013
Dodge,Intrepid,Intrepid,2013
Lamborghini,L-147/148 Murcielago,Murcielago,2013
Volkswagen,Jetta,Jetta,2013
Dodge,Dakota Pickup 4WD,Dakota Pickup,2013
Mercury,Mountaineer 2WD,Mountaineer,2013
Hyundai,Santa Fe 2WD,Santa Fe,2013
Chevrolet,HHR FWD,HHR,2013
Kia,Borrego 2WD,Borrego,2013
Dodge,600,600,2013
Mercedes-Benz,300TD,300,2013
Chevrolet,Cavalier Wagon,Cavalier,2013
GMC,Sierra 2500 4WD,Sierra,2013
Dodge,Ram 1500 Pickup 2WD,Ram 1500 Pickup,2013
Saturn,SL,SL,2013
GMC,Sierra 1500 2WD,Sierra,2013
Dodge,Avenger,Avenger,2013
Saturn,SW,SW,2013
Audi,A4,A4,2013
Honda,Passport 4WD,Passport,2013
Mercedes-Benz,SLK230 Kompressor,SLK-Class,2013
Mitsubishi,Montero Sport 2WD,Montero Sport,2013
BMW,Z4 Roadster,Z4,2013
Porsche,Carrera 4 Cabriolet,Carrera 4 Cabriolet,2013
Cadillac,Funeral Coach / Hearse,Funeral Coach/Hearse,2013
Hyundai,Tucson Hybrid Blue,Tucson,2023
Acura,Integra A-Spec,Integra,2024
Jeep,Grand Wagoneer 4WD,Grand Wagoneer,2013
Dodge,Lancer,Lancer,2013
GMC,Sierra 1500 4WD,Sierra,2013
Ford,E250 Econoline 2WD,E250 Econoline,2013
Toyota,Truck 2WD,Truck/T100,2013
Aston Martin,Virage Saloon,Virage,2013
Eagle,Talon,Talon,2013
Ford,Ranger 2WD,Ranger,2019
Toyota,Corolla Hatchback,Corolla,2020
Scion,xA,xA,2013
Nissan,Frontier V6 2WD,Frontier,2013
Audi,TT Coupe,TT Coupe,2013
Volvo,S40 FWD,S40,2013
Toyota,Sienna 2WD,Sienna,2013
BMW,330i,3 Series,2013
Nissan,Titan 2WD,Titan,2013
Pontiac,Parisienne Wagon,Parisienne,2013
Toyota,Tacoma 2WD,Tacoma,2013
Chevrolet,HHR FWD,HHR,2013
Hyundai,Tiburon,Tiburon,2013
Volkswagen,Tiguan,Tiguan,2013
Mercedes-Benz,CL65 AMG,CL-Class,2013
Dodge,D100/D150 Pickup 2WD,D100/D150 Pickup,2013
Jeep,CJ7,CJ,2013
J.K. Motors,300CE MERC BENZ,300CE MERC BENZ,2013
Nissan,Titan 4WD,Titan,2013
Audi,A5 quattro,A5,2013
GMC,Yukon XL 1500 2WD,Yukon,2013
Land Rover,Range Rover Sport,Range Rover,2013
Audi,S4 Avant,S4,2013
Dodge,Caravan/Grand Caravan 2WD,Caravan/Grand Caravan,2013
Hyundai,Santa Fe 4WD,Santa Fe,2013
GMC,Yukon XL 1500 2WD,Yukon,2013
Dodge,600 Convertible,600,2013
Chrysler,E Class/New Yorker,E Class/New Yorker,2013
Cadillac,XT6 AWD,XT6,2023
Oldsmobile,Cutlass Ciera,Cutlass Ciera,2013
Chevrolet,C1500 Pickup 2WD,C1500 Pickup,2013
Mazda,MPV,MPV,2013
Plymouth,Acclaim,Acclaim,2013
Ford,F250 Pickup 2WD,F250,2013
GMC,Jimmy V1500 4WD,Jimmy,2013
Rolls-Royce,Eight/Mulsanne S and S,Eight/Mulsan/Mulsanne,2013
Ford,F150 Pickup 2WD,F150,2013
Mazda,B3000 2WD,B Pickup,2013
Lamborghini,Huracan Spyder,Huracan,2016
GMC,R25 Pickup 2WD,Pickup,2013
Audi,A8 L,A8,2016
Jeep,Cherokee FWD,Cherokee,2016
Chevrolet,Corvette,Corvette,2017
Nissan,Rogue Sport AWD,Rogue,2017
Jaguar,XF (296 Hp),XF,2018
Chevrolet,Silverado K10 4WD,Silverado,2018
Toyota,Land Cruiser Wagon 4WD,Land Cruiser,2020
Kia,Seltos AWD,Seltos,2021
Chevrolet,Suburban 4WD,Suburban,2021
Mitsubishi,Outlander Sport 2WD,Outlander,2021
Dodge,Challenger,Challenger,2022
Ford,Mustang Mach-E GT,Mustang Mach-E,2023
Genesis,G90 AWD,G90,2023
Porsche,911 Dakar,911,2023
Geo,Spectrum,Spectrum,2013
Audi,5000S Wagon,5000,2013
Porsche,928 S4,928,2013
BMW,M5,M,2013
Suzuki,Sidekick Hardtop 4WD,Sidekick,2013
Mercedes-Benz,400E,400,2013
Dodge,Avenger,Avenger,2013
Mazda,CX-5 2WD,CX-5,2015
MINI,JCW Paceman All4,Paceman,2015
BMW,i3 BEV,i3,2016
Audi,TT Roadster,TT Roadster,2013
Saab,9-5 Wagon,9-5,2013
Mitsubishi,Eclipse,Eclipse,2013
Dodge,Colt,Colt,2013
BMW,Alpina B7 SWB,7 Series,2013
Dodge,Lancer,Lancer,2013
Audi,A3 quattro,A3,2014
Toyota,Corolla LE Eco,Corolla,2015
BMW,325ci,3 Series,2013
Honda,Accord,Accord,2013
Dodge,Ram 1500 Pickup 4WD,Ram 1500 Pickup,2013
Land Rover,Discovery Series II,Discovery,2013
Honda,Civic Hybrid,Civic,2013
Ford,Mustang,Mustang,2013
Audi,A4 Avant quattro,A4,2013
Honda,Fit,Fit,2013
Volvo,240 DL/240 GL Wagon,240,2013
Audi,Q7,Q7,2013
Ford,E150 Club Wagon 2WD,E150 Club Wagon,2013
Subaru,Legacy Wagon AWD,Legacy/Outback,2013
Eagle,Summit,Summit,2013
GMC,Sierra 1500 2WD,Sierra,2013
Chevrolet,Sport Van G10/20 2WD,Sport Van,2013
Dodge,Lancer,Lancer,2013
Ford,F150 Pickup 2WD,F150,2013
Pontiac,Firebird/Trans Am,Firebird/Trans Am/Formula,2013
BMW,M4 Convertible,M,2016
Dodge,Challenger,Challenger,2016
Ferrari,GTC4Lusso,GTC4Lusso,2017
Mercedes-Benz,E400 Coupe,E-Class,2017
Cadillac,CT6,CT6,2017
Dodge,Challenger GT,Challenger,2017
Infiniti,Q60 Red Sport AWD,Q60,2017
Buick,Envision AWD,Envision,2018
BMW,540i,5 Series,2018
Volkswagen,Jetta,Jetta,2019
Bentley,Continental GT,Continental,2020
GMC,Yukon XL 4WD,Yukon,2021
Volkswagen,Arteon,Arteon,2022
Mercedes-Benz,AMG SL55 4matic Plus,SL-Class,2023
Pontiac,Safari Wagon,Safari,2013
Nissan,Pathfinder 4WD,Pathfinder,2013
Eagle,Summit,Summit,2013
GMC,G15/25 Vandura 2WD,Vandura,2013
Pontiac,Firebird/Trans Am,Firebird/Trans Am/Formula,2013
Ford,Probe,Probe,2013
Chevrolet,K10 Pickup 4WD,K10 Pickup,2013
Infiniti,Q70 Hybrid,Q70,2016
Chevrolet,Spark ACTIV,Spark,2016
Kia,Sedona SX,Sedona,2017
Rolls-Royce,Phantom EWB,Phantom,2013
Ford,Taurus AWD,Taurus,2014
Volkswagen,e-Golf,Golf/GTI,2015
Audi,S7,S7,2023
Toyota,Truck 2WD,Truck/T100,2013
Ford,F150 Pickup 2WD,F150,2013
GMC,C2500 Sierra 2WD,C2500 Sierra,2013
Toyota,Tercel Wagon 2WD,Tercel,2013
Ford,E250 Econoline 2WD,E250 Econoline,2013
Saab,9-5,9-5,2013
Honda,Civic Hybrid,Civic,2013
Chevrolet,Aveo 5,Aveo,2013
Mercedes-Benz,C280,C-Class,2013
Ford,LTD Crown Victoria Wagon,LTD Crown Victoria,2013
Ford,Explorer Sport Trac 4WD,Explorer,2013
Ford,Aerostar Van,Aerostar Van,2013
Mercury,Milan S,Milan,2013
Audi,100,100,2013
Mitsubishi,Tredia,Tredia,2013
Mazda,MPV 4x4,MPV,2013
Mercedes-Benz,C36 AMG,C-Class,2013
Honda,Civic Wagon,Civic,2013
Infiniti,Q45,Q45,2013
Dodge,Viper Coupe,Viper,2013
Lincoln,LS,LS,2013
Dodge,W250 Pickup 4WD,W250 Pickup,2013
Mercury,Sable,Sable,2013
GMC,Vandura G15/25 2WD,Vandura,2013
